,Counter
radiation mechanisms: thermal,1
[phys.astr.he] physics/astrophysics/high energy astrophysical phenomena,1
ism: supernova remnants,1
[sdu.astr.he] sciences of the universe/astrophysics/high energy astrophysical phenomena,1
[phys.astr.he]physics [physics]/astrophysics [astro-ph]/high energy astrophysical phenomena [astro-ph.he],1
[sdu.astr.he]sciences of the universe [physics]/astrophysics [astro-ph]/high energy astrophysical phenomena [astro-ph.he],1
shock waves,1
labor and delivery,1
female subfertility,1
birth,1
miscarriage and stillbirth,1
infertility,1
subfertility,1
25,1
brain tissue,1
strain measures,1
finite-element simulations,1
sensor web; wireless sensor networks;,1
automated eeg grading system,1
multi-class linear discriminant classifier,1
wigner-ville distribution,1
neonate,1
autophagic mechanisms,1
astrocytes,2
natural adhesive,1
extracellular polymeric substances,1
atomic force microscopy,1
force measurements,1
nanoscale mechanics,1
amyloid,1
biopolymer,1
smled,1
photodiode,1
microfluidic,2
macromolecular assemblies,1
neuropharmacology,1
bionanotechnology,2
cohesin,1
homologous recombination,1
sumo ligase,1
smc proteins,1
microsphere resonators,1
silicate,1
2-heptyl-3-hydroxyquinolin-4(1h)-one,1
rd1-811,3
diseases of the musculoskeletal system,3
rc925-935,3
surgery,3
comment,1
ischemic tolerance,1
h4k16,1
histone acetyltransferase,1
histone (de)acetylation,1
oxygen and glucose deprivation,1
iso/iec 12207,1
iso/iec 12207; spi; software process,1
"spectroscopy, imaging, other techniques",1
[info.info-cv]computer science [cs]/computer vision and pattern recognition [cs.cv],1
lifelog event augmentation;,1
"databases, factual",1
activities of daily living,1
web 2.0,1
event augmentation,1
social media,1
photography,2
fermented foods,1
metabolic diseases,1
kefir,2
vse; iso/iec 29110; iso; standards; project management,1
monolithic columns; silica monoliths,1
user profile; clustering; wikipedia,1
"(5,15-bis(2-methylpropyl)porphyrinato)-nickel(ii)",1
emission,1
chromium,1
[ chim.theo ] chemical sciences/theoretical and/or physical chemistry,2
rare-gas matrices,1
silver atoms,1
localization and recognition of scoreboard; sift points matching; sports video,1
bioprocesses; growth characteristics; growth rate; cultures,1
computational fluid dynamics,1
diagnostic sensor system;,1
multimode fiber sensor,1
axisymmetric metal grating layer.,1
computational mechanics,1
complex events; user-generated video; concept classifiers,1
ion-selective electrode; reference electrode; potentiometry; water analysis; environmental monitoring; wire-less; autonomous; sensing,1
to be checked by faculty,1
nocuous ambiguity,1
subtilomycin,1
antimicrobial;subtilomycin;lantibiotic;marine sponge;bacillus subtilis,1
bacillus subtilis,1
marine sponge,1
spectrometric identification of proteins,1
pest control,1
evolutionary ecology,1
physiological ecology,1
agroecology,1
plant pests,1
patent retrieval; query formulation; clef-ip track;,1
d43,1
capacity markets,1
stochastic modelling,1
reliability,1
mixed complementarity problem,1
l13,1
c61,1
"51e20, 11t71, 94b27, 05b05",1
queuine,1
tetrahydrobiopterin,1
queuosine,1
micronutrient,1
translation,3
tyrosine,1
gut flora,1
200,1
201,1
570,1
31,2
quantitative proteomics,1
international relations,1
j.4,1
extreme right; heterogeneous online networks; social network analysis; twitter; youtube,1
h.2.8,3
"catena-((mu-4-(4h-1,2,4-triazol-4-yl)phenyl arsonato)-(mu-aqua)-dichloro-di-lead)",1
medical device directive (mdd),1
aimd,1
medical device directive,1
iec 62304,2
international (english),1
computer science::computer vision and pattern recognition,2
object segmentation; interactive segmentation; graph cuts,1
clinic for visceral and transplantation surgery,1
motor axon guidance,1
immunglobulin superfamily,1
neural development,1
d. melanogaster,1
motor neuron,1
interactome,1
singlemode-multimode-singlemode fiber,2
refractometer,1
computer science - robotics,1
hiv; lab-on-a-disc; white blood cells; cd4+ count; centrifugo-pneumatic siphon; density gradient centrifugation,1
polaritons,1
hamiltonian monte carlo,1
markov random fields.,1
intractable likelihood,1
bayesian inference,2
rna extraction,2
mutation databases,1
extraction techniques,2
bt474 cells,1
mutation,3
calcitriol,1
holstein-friesian dairy cattle,1
speech search; information retrieval; automatic speech recognition,1
language and space,1
institute of computational linguistics,1
410 linguistics,1
α-thio-β-chloroacrylamides,1
cascade reactions,1
?-thio-?-chloroacrylamides,1
flow chemistry,1
nevanlinna theory,1
function theory,1
functions,1
potential theory (mathematics),1
potential theory,1
11000/11,1
mechanotransduction,2
growth cones,1
axon towing,1
laplace transform,1
asymptotics,1
ordinary differential equation,1
crystal glass,1
numerics,1
etching rate,1
multi-component,1
graphene; ionogels,1
(060.5295) photonic crystal fibers,1
"(330.7331) visual optics, receptor optics",2
"(330.7326) visual optics, modeling",1
"vision, color, and visual optics",1
community ecology,1
spatial data,2
business data,1
databases and information systems,5
"(borane)(cyclohexyl)(2'-methoxy-1,1'-binaphthalen-2-yl)(phenyl)phosphorane",1
network theory,1
electrostatic gate,1
jel:g21,1
mortgage default;put optionality,1
jel:r30,1
mesh : lactococcus lactis,1
mesh: genomics,1
mesh: viral proteins,1
mesh : genomics,1
"[ sdv.bbm.gtp ] life sciences [q-bio]/biochemistry, molecular biology/genomics [q-bio.gn]",1
mesh: genetic variation,1
mesh : bacteriophages,1
mesh: bacteriophages,1
mesh: lactococcus lactis,1
mesh: calcium,1
[ sdv.mp.vir ] life sciences [q-bio]/microbiology and parasitology/virology,1
"[sdv.bbm.gtp]life sciences [q-bio]/biochemistry, molecular biology/genomics [q-bio.gn]",1
mesh : host specificity,1
mesh : viral proteins,1
mesh : genetic variation,1
mesh : calcium,1
mesh: host specificity,1
receptor-binding protein,1
fermentation,2
information seeking,1
software evolution,1
quantitative biology::genomics,1
computer science::operating systems,2
necrotic cell death,1
"(eta^6^-benzene)-(n,n'-bis(2,6-dimethylphenyl)pentane-2,4-diimine)-hydrido-osmium trifluoromethanesulfonate tetrahydrofuran solvate",1
synergy,1
lacticin 3147,1
"74g05, 76b15, 86a05",1
transgenics,1
rna synthesis,1
complementary dna,2
trade,1
national economy,1
network,2
opinion dynamics,1
referenda,1
weak solution,1
stokes wave,1
maximum principles,1
particle trajectories,1
"cosmology, relativity, and gravity",1
virial gas,1
friedmann - robertson - walker cosmology,1
friedmann equations,1
van drr waals gasquintessence,1
dynamic symmetric key update,1
maritime wsn,1
security,2
waspmote,1
scf complex,1
crea,1
f-box,1
evolutionary biology/evolutionary and comparative genetics,2
genetics and genomics/functional genomics,1
spiropyran,1
romp,1
micro-capillary,1
solvatochromism,1
microbiota composition,1
cpn60,1
16s rrna gene amplicons,1
species-classification,1
heavy metals,1
historical industry,1
urban geochemistry,1
human health,1
environmental science(all),2
soil pollution,1
distributed w-learning,1
doppler ultrasound,1
first minute after birth,1
neonatal heart rate,1
caesarean section,1
general commentary,1
auscultation,1
infective endocarditis,1
sepsis,2
hhq,1
alkylhydroxyquinolone (ahq),1
pqs,1
aspergillus fumigatus,2
interkingdom interactions,1
a1. rutherford backscattering spectrometry,1
a3. metalorganic chemical vapour deposition,1
b1. inalgan,1
a1. wavelength dispersive x-ray,1
b1. inaln,1
a1. ga incorporation,1
recommender systems,3
lectins; lectin performance,1
agent oriented software engineering,1
component oriented software,1
distributed system,1
face detection,1
human-robot interaction; multi-modal data collection; audio interface; platform- robot; woz,1
other mathematics,1
mathematical modelling; secondary school; stem; workshop content; feedback,1
analysis of algorithms,1
sorting,1
average case,1
randomness preservation,1
partial order,1
quicksort,1
4-fluorobenzyl 4-fluorophenyl sulfone,1
ascens,2
reasoning awareness,1
knowledge representations,1
logic,1
ontology,1
in-vivo,2
life-cycle,2
cdna-aflp,2
department of plant and microbial biology,1
580 plants (botany),1
medea,2
maize endosperm,2
protein,3
translation memories; quality; consistency; localisation; translation technology,1
"listeria, macrophage, mir-21, mirna, phaocytosis",1
mir-21,2
macroglial cells,1
blood plasma,2
immunofluorescence,1
drugs,1
clonic seizures,1
tonic-clonic seizures,1
epileptic seizures,1
anticonvulsants,1
neuroscience/experimental psychology,1
neuroscience/behavioral neuroscience,1
neuroscience/sensory systems,1
particle physics and field theory,1
computational physics,1
contextuality,1
non-locality,1
stabilizer,1
qb460-466,2
wireless systems,1
circularly polarized terminal antennas,1
quality trimming,1
high-throughput sequencing,1
phred scores,1
rs,1
tp,1
liquid crystal,1
milk fermentation,1
alpha helix 8,1
prostacyclin receptor,2
trafficking,1
export,1
endoplasmic reticulum,1
escherichia-coli,1
microbial evolution,1
molecular adaptation,1
detecting posistive selection,1
medicin och hälsovetenskap,1
maximum likelihood,1
bartonella bacilliformis,1
cog database,1
organismal evolution,2
medical and health sciences,1
bartonella-bacilliformis,1
genome sequence,1
molecular-adaptation,1
maximum lekelihood,1
detecting positive selection,1
amino-acid sites,1
low oxygen,1
hydrogel,1
scale,1
bioreactor,1
processors,1
compilers,1
code size,1
optimizations,1
offset assignment,1
flavor,2
applied and environmental science,2
cross-linked,1
chitosan,1
silver nanoparticle,1
103 composites,1
gold nanoparticle,1
"503 tem, stem, sem",1
"600 others: surface and mechanical analysis, antimicrobial tests",1
composite,1
interpenetrating polymer network,1
301 chemical syntheses / processing,1
focus on advanced nanoprocessing and applications in sensorics,1
30 bio-inspired and biomedical materials,1
analytics,1
fog computing,1
virtual machine,1
internet of things (iot),2
cloud computing,1
mammalian evolution,1
adaptation,2
olfactory receptors,1
ecological niche,1
4-bromobenzyl phenyl sulfoxide,1
sweat monitoring,1
sport science,1
ph,1
microfluidic; ph; sport science; sweat monitoring; wearable sensors,1
reuse,1
challenges,1
inner source,1
case study,2
empirical studies,1
"65c40, 60j20, 65c05",1
edwards curves,1
"14h52, 14k02, 14g17,",1
legendre curves,1
isogeny classes,1
wias,1
leerstoelgroep diervoeding,1
animal nutrition,1
diervoeding,1
rna induced silencing complex,1
argonuate,1
mirna,3
dicer,1
mbe,1
conductivity,1
optics and photonics,1
nanowires,1
transparency,1
indium tin oxide,1
refractive index,1
thin film growth,1
antireflection,1
vdp::medical disciplines: 700::clinical medical disciplines: 750::oncology: 762,1
her-3,1
her-2,1
ntrk1,1
assembly,1
phox2b,1
spindle,1
erbb1,1
erbb2,2
survivin,1
alk,1
erbb3,2
expression,1
spindle assembly,1
mycn,1
reverse engineering,1
birc5,1
vdp::medisinske fag: 700::klinisk medisinske fag: 750::onkologi: 762,1
unsupervised,1
ccnd1,1
n-myc,1
hybrid plasmon mode.,1
plasmonic waveguide,1
user-generated video; mfcc; video classification,1
p value,1
q-value,1
single-snp regression analysis,1
snp effects,1
log 10,1
t-like,1
dairy cattle,2
susceptibility qtl,1
chromosome 23,1
moesm 1,1
1.,1
semantics; interestingness,1
cryptography,1
virtual reality,1
vision sensors,1
facade texturing,1
sensor data processing,1
mobile platform,1
terrestrial-based facade modeling,1
range sensors,1
resting state,1
effective connectivity,1
mild cognitive impairment,1
diffusion mri,1
default mode network,1
fiber taper,1
resistive heating.,1
microshpere,1
chalcogenide glass,1
"trecvid, cbmir, video retrieval, user study",1
nonlinear sciences - cellular automata and lattice gases,2
genetics & genomics,1
homologous recombination deficiency,1
ovarian cancer,1
loss of heterozygosity,1
93d99,1
computer science::robotics,1
context modelling,1
mash; delta-sigma modulation; sequence length; multi-modulii; co-prime numbers;,1
document rewriting; summarization; result presentation,1
neuroscience(all),2
f transcription factors (tfs),1
chromosomes,1
genetic loci,1
"33c20, 11s80 (secondary)",1
11f33 (primary),1
protein domain prediction,1
rnn,1
multi-word expressions,1
inflammatory diseases,1
cytokines inflammation,1
cytokinesis,1
(rt)-q-pcr,1
denitrification/dnra,1
napa,1
narg,1
nrfa,1
nirs,1
arabidopsis thaliana ; flower development; organ specification; transcriptomics; temporal gene expression; paralog; gene expression atlas,1
organ specification,1
gene expression atlas,1
paralog,1
temporal gene expression,1
flower development,1
ir–porphyrin complexes,1
cellular oxygen sensing,1
histidine ligands,1
cell-penetrating peptide,1
phosphorescence quenching,2
computer science - hardware architecture,1
puma,1
filamentous fungi,1
neurospora,1
translational control,1
road safety applications,1
ieee80211p,1
its,1
vlc,1
platoon,1
ns3,1
methylation,2
alzheimer's disease (ad),1
edta,1
enterotoxigenic e. coli,1
essential oil,1
cinnamaldehyde,1
"general pharmacology, toxicology and pharmaceutics",1
glycocalyx,1
flow,1
computer science (miscellaneous),1
network and system monitoring,1
measures,1
semantic uplift,1
iptv monitoring,1
topological insulators (tis),1
metilação de dna,1
séquençage du génome,1
filogenia,1
[sdv.mhep.mi]life sciences [q-bio]/human health and pathology/infectious diseases,1
champignon,1
génomique comparative,1
[ sdv.mhep.mi ] life sciences [q-bio]/human health and pathology/infectious diseases,1
biodiversité fongique,1
genomas,1
aspergillus;genome sequencing;comparative genomics;fungal biology,1
cue domain,1
presenilin,1
γ-secretase,1
?-helical membrane protein structure,1
screen,1
integral membrane enzyme,1
dagk,1
softwareentwicklung,1
wirtschaftsinformatik,1
ddc:650,1
house price returns,2
housing--prices--mathematical models,1
real estate investment--rate of return,2
housing--prices--united states,2
contagion,1
correlation,2
integration,1
integration; correlation; contagion; house price returns; housing--prices--united states; housing--prices--mathematical models; real estate investment--rate of return,1
"physics - data analysis, statistics and probability",3
clustal,1
large scale alignment,1
mafft,1
sequence order,1
pfam,1
muscle,2
kalign,1
evanescent,1
multimode fiber,1
interference,1
refractometric sensor,1
urology/urological infections,1
infectious diseases/urological infections,1
microbiology/innate immunity,1
"physical, chemical, mathematical & earth sciences",1
"physique, chimie, mathématiques & sciences de la terre",1
computer science - other computer science,1
bifidobacterium bifidum,1
bifidobactera,1
probiotics,2
domain-specific information retrieval; recommender algorithm,1
hypoxia-inducible factor (hif) hydroxylases,1
"tlr, toll-like receptor",1
"hif, hypoxia-inducible factor",1
"il, interleukin",1
"nf-?b, nuclear factor-?b",1
"nf-κb, nuclear factor-κb",1
"phd, hypoxia-inducible factor?prolyl hydroxylases",1
"dss, dextran sodium sulfate",1
"fih, factor inhibiting hypoxia-inducible factor",1
"cd, crohn?s disease",1
"phd, hypoxia-inducible factor–prolyl hydroxylases",1
epithelial barrier,1
"ibd, inflammatory bowel disease",1
"tff, trefoil factor",1
"tj, tight junction",1
"zo, zonula occludens",1
"cd, crohn’s disease",1
"tnf-?, tumor necrosis factor ?",1
"tnf-α, tumor necrosis factor α",1
"uc, ulcerative colitis",1
microbiology/cellular microbiology and pathogenesis,2
asset pricing; idiosyncratic risk; turnover; conditional beta.,1
bovine respiratory disease,1
veterinary(all),1
general veterinary,2
fasciola hepatica,1
vaccination,1
quorum sensing,1
quorum sensing inhibitors,1
industry,1
community detections,1
msi,2
geo-web services,1
isovist,2
directional query,2
graphics and human computer interfaces,2
antigen processing and recognition,1
theoretical chemistry,1
computational chemistry,1
biophysic al simulations,1
biophysics simulations,1
molecular mechanics,1
immunochemistry,1
particle enumeration,1
nanoparticle tracking analysis,1
extracellular vesicles,1
cardiovascular medicine,1
platelet releasate,1
serum,1
films,1
minimotifs,2
protein protein interactions,1
protein interaction domains and motifs,1
brief reports,1
natural killer cells,1
mtorc1 signalling,1
viral infection,1
innate immune response,1
tumor immunotherapy,1
adaptive immune response,1
glycolysis and oxidative phosphorylation,1
linear groups,1
irreducibility testing,1
nilpotent groups,1
1-methoxy-2-((1-(2-methoxyphenyl)ethyl)sulfanyl)benzene,1
solid oxide fuel cells,1
type 2 diabetes mellitus,1
dietary quality,1
nutrient intake,1
nutrition and dietetics,1
mirror tba equations,1
horse,1
haemolysis,1
correspondence,1
hydractinia,2
blastema,1
histone deacetylase,2
soxb transcription factors,1
centrifugal microfluidics; colorimetric analysis; paired emitter detector diode; pedd; cmas; nitrite,1
dialog,1
human computer interactions,1
discourse & dialogue,1
computer science::computational complexity,2
membranes,2
colorectal distension,1
excitatory amino acid transporter,1
early-life stress,1
aspartate uptake,1
glutamatergic system,1
physics::chemical physics,1
institute of geography,1
g,2
ge1-350,3
910 geography & travel,1
geography. anthropology. recreation,2
qe1-996.5,3
environmental technology. sanitary engineering,2
environmental sciences,3
td1-1066,2
37c15,1
37c05,1
diffeomorphism,1
conjugacy,1
reversible,1
"37c05, 37e05, 27c15",1
anaerobic digestion,1
microbial community structure,1
"psychrophilic, hydrolysis",1
treatment?resistant depression,1
p‐glycoprotein,1
p?glycoprotein,1
blood–brain barrier,1
antidepressant,1
antidepressant augmentation,1
escitalopram,1
treatment‐resistant depression,1
blood?brain barrier,1
image retrieval; query formulation; relevance feedback; document expansion,1
1-fluoro-4-((1-(4-fluorophenyl)ethyl)sulfonyl)benzene,1
biotherapeutics,1
metabiotechnology,1
bioengineered probiotics,1
novel gene discovery,1
very small entities,1
spi; vse; process standards; iso/iec 29110,1
protein immobilisation,1
gold tipped semiconductor nanorods,1
membrane receptor signalling,1
intracellular receptors,1
membranes and sorting,1
intracellular membranes,1
plasma proteins,1
membrane potential,1
integral membrane proteins,1
computersystemsorganization_miscellaneous,2
scripting language,1
compiler,1
scripting languages,1
data article,1
imprinting,1
tenocytes,1
subcutaneous model,1
anisotropic substrates,1
machine-learning-based model,1
hybrid model,1
keyword-based model,1
result integration,1
emotion recognition,1
standard,2
microbial pathogenicity,1
nanoindentation,1
leading edge protection,1
wind turbine blades,1
peeling,1
rain erosion,1
differential scanning calorimetry,1
pull-off,1
wood pellets,1
ash agglomeration,1
grain combustion,1
oxides of nitrogen,1
carbon monoxide,1
acoustical engineering,2
multimodal interfaces,1
multimodal fusion,1
electrical engineering and systems science - audio and speech processing,3
computer science - sound,1
audio-visual speech recognition,1
automatic speech recognition,1
lipreading,1
subgradient method,1
carbon emissions,1
relative price function,1
iso,1
software engineering processes; iso/iec 29110,1
vse,1
hydrogen bonding,2
protecting groups,1
boronic acid,1
ester,1
π–π inter­actions.,1
inversion dimers,1
meth­oxy­carbon­yl,1
??? inter?actions.,1
suzuki coupling,1
meth?oxy?carbon?yl,1
soxb,1
hdac2,1
mathematics - general mathematics,1
computer science::discrete mathematics,3
p-i-n diodes,1
reconfigurable,1
beam steering,1
runs of homozygosity,1
cattle population history,1
inbreeding,1
human microbial pathogens,1
biocontaminated hpw distribution systems,1
biological water quality assurance,1
multiplex real-time pcr nad assays,1
video summarisation; camera motion estimation; interactivity;,1
nonnegative matrices,1
complete positivity,1
renegar’s algorithm,1
tarski’s principle,1
cp-rank,1
finite type,1
mathematics(all),2
nondegenerate,1
"32h35, 32v40, 58a20, 57n35",1
deformation,1
complex manifold,1
generic manifold,1
"1,4-bis(4-t-butylphenyl)-2,3-bis(3,4,5-trimethoxyphenyl)-5,6-bis(pyrimidin-5-yl)benzene",1
environmental pollution,1
td172-193.5,1
environmental protection,1
td169-171.8,1
life style,1
health surveys,1
"computers, handheld",1
health behavior,1
cellular phone,1
smartphones; sensecam,1
qb460,2
gold,1
charge injection,1
electrodes,1
diffraction,1
thin film transistors,1
point contacts,1
cell signalling,1
nanobiotechnology,1
[phys.phys.phys-optics] physics/physics/optics,1
vagus nerve,1
enteric nervous system,1
spin-scattering,1
"(r*,r*)-1-methoxy-4-((1-(4-methoxyphenyl)ethyl)sulfinyl)benzene",1
respiratory physiology,1
lower respiratory tract infections,1
pulmonology,1
respiratory infections,1
greedy optimisation,1
dynamic networks,1
integrated completed likelihood,1
stochastic block models,1
[ spi.nano ] engineering sciences [physics]/micro and nanotechnologies/microelectronics,1
integrated modelling,1
crypto,1
distinctiveness,1
voices,1
experimental and cognitive psychology,1
audio–visual,1
audio?visual,1
face recognition,1
audio-visual; distinctiveness; face recognition; multisensory; voices,1
human milk digestion,1
hydrolysate,1
proteolytic enzymes,1
milk,1
bioactive peptide,1
mesenchymal stem cell fate,1
semilinear elliptic equations,1
palais-smale sequences,1
complete analytic riemann-hilbert manifolds,1
multiple solutions,1
abstract critical point theory,1
abrasive waterjet,1
aluminium,1
depth of cut,1
regression analysis and predictive model.,1
general works,1
a,1
doaj:multidisciplinary,1
doaj:general works,1
aerospace engineering,1
"68w30, 65d25, 68t05",2
polyketide synthase,1
amphotericin b,1
ketoreductase,1
polyenyl-pyrone,1
technology (general),2
clotting time,1
nephelometry,1
light scattering,1
t1-995,2
coagulation,2
smartphone.,1
metagenomic,1
hidden markov model,1
cell biology/cytoskeleton,1
computational biology/comparative sequence analysis,2
infectious diseases/protozoal infections,1
composite likelihoods,1
gibbs random fields,1
autologistic model,1
photoluminescence; zinc; annealing,1
571: physiologie und verwandte themen,1
572: biochemie,1
phrase-based statistical machine translation;,1
dna amplification,1
dna sequence analysis,1
microbial genetics,1
nucleic acid sequencing,1
dna libraries,1
fosmid library,1
gene amplification,1
gauge equivalence,1
multicomponent nonlinear schrödinger equations,1
reduction group,2
soliton solutions,1
physics::popular physics,1
urinary biomarker,1
mir-103,1
mir-224,1
diabetes associated microrna,1
insulin secretion,1
"catena-((mu-4-(4h-1,2,4-triazol-4-yl)phenyl arsonato)-(mu-hydrogen 4-(4h-1,2,4-triazol-4-yl)phenyl arsonato)-aqua-(nitrato)-di-lead pentahydrate)",1
"76f65, 76f20, 60gxx (primary) 76nxx, 76m22 (secondary)",1
inverse opal,1
206 energy conversion / transport / storage / recovery,1
photoelectrochemistry,1
207 fuel cells / batteries / super capacitors,1
205 catalyst / photocatalyst / photosynthesis,1
energy storage,2
li-ion battery,1
photonic crystal,1
50 energy materials,1
energy conversion,1
"(r*,s*)-1-methoxy-4-((1-(4-methoxyphenyl)ethyl)sulfinyl)benzene",1
indoor localisation; wlan; surf vocabulary tree; fusion,1
optical sensing; polyaniline; ph monitoring,1
biodiversity and conservation,1
"8,11,14,17-tetra-t-butyl-4,5,6-trimethoxy-1,3-diazahexabenzo[bc,ef,hi,kl,no,qr]coronene unknown solvate",1
barriers,1
safety critical,2
brief definitive report,1
311,1
312,1
creative technologies,2
arasitic-infection studies,1
immunology and infection,1
network simulator,1
ns2,1
energy and power,1
alternative energy,1
photovoltaic power,1
material by structure,1
materials characterization,1
photonic materials,1
radiofrequency discharges,1
electrode,1
radio-frequency discharges,1
helicon source,1
analyzer,1
glow-discharges,1
argon,1
electrical characterization,1
av-model,1
internal control,1
multiplex,1
nucleic acid diagnostics,1
bacterial meningitis,1
loop-mediated isothermal amplification,1
sox2,1
"60j27, 37n25, 05c82, 34b45",1
public goods hypothesis,1
mobile genetic element,1
plasmid,1
1-methoxy-4-((1-(4-methoxyphenyl)ethyl)sulfonyl)benzene,1
software product line,1
variability management,1
formal approach,1
robot ontology,1
intelligent robotic systems,1
knowledge representation,1
home energy monitoring; ambient feedback; smart fabrics;,1
initial value problems; oscillatory ordinary differential equations; modulated fourier expansions; asymptotic expansions,1
wearable sensors; sweat,1
speech search; passage retrieval; automatic segmentation,1
tissue factor,1
viscoelasticity,1
qcm,1
rigidity factor,1
microcavity,1
anti-stokes emission,1
520,3
high-dimension,1
maximum a posteriori estimation,1
correlation estimation,1
international migration,1
e. coli o157:h7,1
survival,2
genotypes,2
survival.,1
human cardiovascular diseases; biomarkers; recombinant antibody fragments,1
terrorism,1
sentiment analysis; social network analysis;,1
human-computer interaction; interaction design; novel technologies; design methodology;,1
s agriculture (general),1
s1,1
home-ground analysis,1
graph theory,1
systems science,1
system stability,1
public finance,1
social networks,1
money supply and banking,1
3-d objects,1
neonatal eeg,1
neonatal neurology,1
polymers,1
macrophage polarization,1
helminth infection,1
lipopolysaccharide.,1
allergy and hypersensitivity,1
neuronal injury,1
focal cerebral ischemia,1
bid,2
organotypic hippocampal slice cultures,1
qe,1
software product line engineering,1
feature dependency,1
aspect oriented implementation patterns,1
electrostatic potential,1
csd survey,1
molecular hydrates,1
hydrate screening experiments,1
n-heterocyclic aromatic compounds,1
omnidirectional antennas,1
adaptive antennas,1
3101,1
spatiotemporal pattern formation in cellular populations,1
biological physics,1
general theory and mathematical aspects,1
th17 cell,1
th1 cell,1
immunization,1
tissue-resident memory t cell,1
memory cd4 t cell,1
protective immunity,1
selective constraint,1
purifying selection,2
network evolution,2
upstream and downstream position,1
evolutionary rate,1
resource aware contracts,1
dynamic adaptive systems,1
uwb,1
conformal,1
water pipe,1
vivaldi,1
quality,1
up front matters,1
psoriasis,1
dna synthesis,1
dna replication,1
protein kinase signaling cascade,1
[sdv.bid.evo]life sciences [q-bio]/biodiversity/populations and evolution [q-bio.pe],1
receptor binding protein,1
dairy industry,1
targeting sequences,1
saccharomyces-cerevisiae genome,1
openstreetmap,1
vgi,1
sdi,1
clinic for neurology,1
partial epilepsy; genome-wide association; genetics; common variants,1
partial epilepsy,1
genome-wide association,1
common variants,1
gas monitoring; carbon dioxide; methane; landfill; wastewater,1
gas monitoring; carbon dioxide; methane; landfill; wastewater; brazil,1
adjuvant,1
mucosal,1
materials; sensors;,1
47a16,1
power spectrum,1
localization,1
electromagnetic [radiation],1
charged particle,1
gamma ray: burst,1
upper limit,1
thallium,1
model [background],1
ligo,1
noise,1
radiation: electromagnetic,1
programming,1
long-lived,1
burst [gamma ray],1
bayesian,1
glast,1
x-ray,2
compact [binary],1
poisson,1
background: model,1
energy resolution,1
trigger,1
gamma-ray burst: individual,1
sodium,1
binary: compact,1
gravitational radiation,1
virgo,1
individual [gamma-ray burst],1
black body,1
fbw7,1
srebp,1
"[info.info-dc]computer science [cs]/distributed, parallel, and cluster computing [cs.dc]",2
f300,1
h600,2
neuronal preconditioning,1
mitochondrial bioenergetics,1
atp,2
"35q53, 37k65, 35b30 (primary) 35b35, 35q80, 35b65 (secondary)",1
quantitative biology::tissues and organs,2
physics::medical physics,2
digital engagement,2
ontology alignment,1
change detection,1
ontology matching,1
mapping governance,1
acm: g.: mathematics of computing/g.2: discrete mathematics/g.2.2: graph theory,1
"000 computer science, knowledge, general works",1
acm : [g:2:2],1
graph separation problems,1
[info.info-ds] computer science/data structures and algorithms,2
treewidth,1
personalised elearning,1
web-mediated education,1
epedagogy,1
"educational assessment, evaluation, and research",1
educational methods,1
online learning,1
interactive elearning.,1
lifelogging; reminiscence; sensecam,1
chitin-binding proteins,1
ionic liquids; lower critical solution temperature; poly-­(n-­isopropylacrylamide; pnipaam,1
(110.1080) active or adaptive optics,1
"(100.4999) pattern recognition, target tracking",1
(170.3890) medical optics instrumentation,1
active and adaptive optics,1
(170.4460) ophthalmic optics and devices,1
resource,1
membrane protein structures,1
computational biology/population genetics,1
"evolution, molecular",1
bayes theorem,1
computational biology/evolutionary modeling,1
gastroenterology and hepatology/stomach and duodenum,1
helicobacter infections,1
kinetics,1
family,1
nanopharmacology,1
metalloproteinases,1
matrix,2
mitogen-activated protein kinases,1
lab-on-a-disc; blood; geometry of sedimentation chambers,1
rov control,1
pressure,2
ofpts,1
répression catabolique,1
pseudomonas,1
contrôle génétique,1
mobile element,1
is10,1
mutation rate,1
mutational neighborhood,1
regulatory evolution,1
olanzapine,1
weight gain,1
antipsychotics,1
mir-204,1
ntrk2,1
bcl2,1
cell membranes,2
toxicity,1
spectrophotometry,2
dextran,1
glucans,1
specimen disruption,1
luminescent proteins,1
mechanical treatment of specimens,1
green fluorescent protein,1
cytophotometry,2
electroporation,1
ad-hoc queries,1
architectures,1
architecture reconstruction and evolution,1
software architectures; architecture reconstruction and evolution; evolution of soa,1
evolution of soa,1
kohn-sham equations,1
ground states,1
qa299,1
density operators,1
concentration-compactness,1
ground state,1
sequence motif analysis,1
molecular motors,1
ligases,1
ubiquitin ligases,1
protein domains,2
motor proteins,1
ubiquitination,2
pragmatics,1
germs,1
finite order,1
equivalences,1
real-analytic submanifolds,1
32s05,1
dairy science,1
editor's pick,1
pres; patent retrieval; evaluation metric,1
microfluidic; smled; photodiode; wearable,1
"ionogels, ionic liquids, ph, sweat, sport",1
020 bibliotheks- und informationswissenschaft,2
bibliotheks- und informationswissenschaft,1
ddc:020,2
most-popular recommendations,2
stereotype,2
content-based filtering,2
recommendations,2
"biochemistry, medical",1
r-roscovitine,1
mcl-1,1
two?sex model,1
sex ratio of mortality,1
sex ratio at birth,1
two‐sex model,1
vital rates,1
population projection,1
notch signaling,1
surgical resection,1
digestive system procedures,1
hepatic resection,1
"68r99 (primary) 03b05, 05d99 (secondary)",1
identification (control systems),1
sistemas de control no lineal,1
nonlinear control systems,1
