,Counter
north-south trade; decomposition analysis; factor content analysis; gender bias.,1
decomposition analysis,1
j21,1
f16,1
north-south trade,1
"north-south trade, decomposition analysis, factor content analysis, gender bias.",1
gender bias,1
jel:f16,1
jel:j21,1
nalassus bozdagus,1
tenebrionidae,1
sex chromosomes,1
heterochromatin,1
nor,1
dapi,1
helopini,1
nalassus plebejus,1
copy number changes,1
lung cancer,1
oncogenes,1
statistics::applications,1
additive dilogarithms,1
mixed tate motives,1
polylogarithms,1
quantitative biology::neurons and cognition,1
information and communication technologies action competence; computer education and instructional technology departments; higher education,1
lightlike submanifold,1
semi-riemannian manifold,1
curvature,1
geothermal,1
isotope,1
hydrogeochemistry,2
letter to the editor,1
calcium hydroxide,1
anatolia,1
bolanthus,1
liver,1
polyunsaturated fatty acids,1
ischemia/re-perfusion,1
computational chemistry,1
[sdv.aen] life sciences/food and nutrition,1
[sdv.ida] life sciences/food engineering,1
mathematical content knowledge,1
subject-matter knowledge,1
pedagogical content knowledge,1
mistake approach,1
error,1
mathematics teachers,1
eastern pontides,2
magma tectonics,1
adakite,1
zircon u-pb geochronology,1
environmental enrichment,1
turkish saanen,1
animal welfare,1
bipedal stance,1
standards,1
surgical robotics,1
robotics and automation,1
industrial robotics,1
rehabilitation robotics,1
knowledge representation,1
ontologies,1
peptide fragmentation,1
macrocyclization of b ions,1
lysine acetylation,1
peptides,1
seismic motion control,1
physics::classical physics,2
rock pathway,1
vessel function,1
enos,1
original investigation,1
cardiology and cardiovascular medicine,2
hardware_general,1
hardware_integratedcircuits,2
hardware_performanceandreliability,2
clinical study,2
numerical methods,1
biological system,1
nonlinear control systems,1
integral constraint,1
al foam,1
crash box,1
simulation,1
crushing behavior,2
crop genetics,2
sequence assembly tools,1
seeds,1
plant anatomy,1
rice,1
plant and algal models,1
permanent magnet,1
power mems,1
microgenerator,1
energy harvester,2
microturbine,1
respiration,1
physics - medical physics,1
fréchet gradient,1
lipschitz continuity,1
dirichlet data,1
inverse source problem,1
activin,1
obstetrics and gynaecology,1
fsh,1
mapk,1
bratu’s equations,1
perturbation–iteration algorithms,1
perturbation methods,1
intraday patterns; spreads; returns; depths; transaction volume; market liquidity; limit order market; istanbul stock exchange,1
rc109-216,1
maldi -tof,1
infectious and parasitic diseases,1
short communication,1
real-time pcr,1
cutaneous leishmaniasis,1
leishmania infantum,1
finite-difference method,1
inverse problem,1
heat equation,1
unknown coefficient,1
parabolic equation,1
mathematics::operator algebras,1
science & technology,3
triticum aestivum,2
genome zipper,1
comparative grass genomics,1
chromosome arm shotgun,1
wheat genome,1
chromosome sorting,1
triticeae genome,1
110599 dentistry not elsewhere classified,1
gynecology and female infertility,1
ras/erk and pi3k/akt signaling,1
sik2,1
tumor suppressor,1
emt,1
magnesium,1
potassium.,1
qc770-798,2
nuclear and particle physics. atomic energy. radioactivity,2
tatlısu algal flora; yeni kayıtlar; dicle nehri; türkiye,1
freshwater algal flora; new records; tigris river; turkey,1
cvd,1
film pretreatment,1
polycrystalline,1
transition metals,1
buffered growth,1
benzaldehyde,1
camphorvolatiles,1
chenopodiastrum,1
yomogi alcohol,1
chenopodium murale,1
global existence,1
blow-up,1
nonlocal cauchy problem,1
nonlinear peridynamic equation,1
enyne oxiranes,1
iron catalysis,1
grignard reaction,1
"surgical procedures, operative",1
computer science::multiagent systems,2
energy absorbtion,1
integumentary system,2
"musculoskeletal, neural, and ocular physiology",1
micro inertia,1
combined geometry shells,1
nanoparticles,2
transmission electron microscopy,1
folic acid,1
"57s17, 55s35, 55p91",1
mathematics::category theory,2
coating,1
nano ag,1
lining leather,1
bucky factor,1
bucky factor; contrast; grid performance; image quality,1
grid performance,1
contrast,1
colony collapse disorder,1
behavior and behavior mechanisms,2
pollination,1
honey bee viruses,1
rna sequencing,1
apis mellifera,1
trypanosomes,1
yer seçimi,1
ağ kafes,1
balık yetiştiriciliği,1
neglected tropical diseases,1
leishmaniasis,1
bombyx mori,1
insect science,2
stem cell,1
ecdysone-related gene,1
midgut,1
programmed cell death,1
energy harvesting,1
tunable resonance frequency,1
frequency-up conversion,1
ensemble prediction system,1
karasu basin,1
probabilistic streamflow forecasting,1
hbv,1
s1-972,1
misel gelişimi,1
macrolepiota procera,1
agriculture (general),1
tohumluk misel,1
artificial cultivation,1
spawn,1
s,1
yetiştirme ortamı,1
"macrolepiota procera,misel gelişimi,tohumluk misel,yetiştirme ortamı,kültüre alma",1
mycelial growth,1
substrate,1
kültüre alma,1
peppsi-type palladium-nhc complexes,1
direct arylation,2
benzimidazolium salts,2
[chim.coor]chemical sciences/coordination chemistry,1
n-heterocyclic carbene,3
pyrroles,1
physics::history of physics,2
distorted physical model,1
flow depths,1
dam break flows,1
sudden partial collapse,1
velocity profiles,1
flood propagation,1
t-all,1
pediatric,1
antioxidant,2
molecular docking,1
bioactive formulations,1
cytotoxic,1
lathyrus,1
closed cavity,1
differentially heated cavity,1
natural convection,1
ideality factors,1
schottky barrier diodes,1
bitch,1
estrus detection,1
thermography,1
estrus,1
ovulation,1
black flies,2
taxonomic paper,1
thrace,2
simuliidae,1
diptera,1
culicomorpha,1
systematics,1
leerstoelgroep operationele research en logistiek,3
management science and operations research,4
"general business, management and accounting",1
leerstoelgroep toegepaste informatiekunde,1
interfacial interactions,1
surfactants,1
polymer nanocomposites,1
"57s17, 55u15, 18gxx",1
"57s17, 55u15, 20j05, 18gxx",1
frictional sliding contact,1
singular integral equations,1
analytical closed-form solution,1
magneto-electro-elastic material,1
perfectly conducting punch,1
plane strain,1
computational fluid dynamics,2
guarded hot plate,1
heat exchanger,1
electron transfer,1
doping,1
p–n junctions,1
physics - fluid dynamics,1
"2,5-diphenyl-7h-pyrazolo[5,1-b][1,3]oxazin-7-one",1
metabolic network inference,1
flux-balance analysis,1
reverse engineering,1
bioengineering and biotechnology,1
histology,1
constraint-based models,1
active metabolic state,1
network biology,1
metabolome,1
tme2,1
videocase,1
technology integration into mathematics,1
best practices,1
designing multimedia environments,1
videocases in mathematics,1
multimedia videocases,1
existing buildings,1
prediction,1
simulation software,1
heat load,1
physics - atomic and molecular clusters,1
timing parameters,1
mass spectrometers,1
electrophoresis,1
atomic emission spectroscopy,1
aerobic bacteria,1
hurma olive,1
food microbiology,1
pcr,1
foods of plant origin,1
mutation databases,1
schizophrenia,1
genome databases,1
sequence databases,1
haplotypes,1
neuropsychiatric disorders,1
trazodone,1
ftir and dsc,1
epr spin labeling,1
liposome,1
computational systems biology,1
"ms, multiple sclerosis",1
neurometabolism,1
"rpa, reporter pathway analysis",1
"pca, principal component analysis",1
"kmv, alpha-keto-beta-methylvalerate",1
"kiv, ketoisovalerate",1
"rma, reporter metabolite analysis",1
"tca, tricarboxylic acid",1
"als, amyotrophic lateral sclerosis",1
"ad, alzheimer’s disease",1
"gaba, gamma-aminobutyric acid",1
"fba, flux balance analysis",1
"usf, upstream stimulatory factor",1
"klf, krüppel-like factor",1
reporter metabolite,1
brain metabolic network,1
"schz, schizophrenia",1
"pd, parkinson’s disease",1
"hd, huntington’s disease",1
tanacetum chilliophyllum var. monocephalum,1
olean-12-ene-3β,1
triterpene lactone,1
10β-olide,1
ulubelenolide,1
astereceae,1
cenozoic,1
central anatolian plateau,1
tuz gölü lake,1
vertical tectonics,1
eartharxiv|physical sciences and mathematics|earth sciences,2
eartharxiv|physical sciences and mathematics|earth sciences|geology,2
miocene,1
bepress|physical sciences and mathematics|earth sciences,2
eartharxiv|physical sciences and mathematics,2
thrust,1
physical sciences and mathematics,2
bepress|physical sciences and mathematics,2
bepress|physical sciences and mathematics|earth sciences|geology,2
[phys.cond.cm-ms]physics [physics]/condensed matter [cond-mat]/materials science [cond-mat.mtrl-sci],3
micromagnetic simulation,1
nanomagnetism,1
[ phys.cond.cm-ms ] physics [physics]/condensed matter [cond-mat]/materials science [cond-mat.mtrl-sci],2
calcium-mediated signal transduction,2
diabetes mellitus type 2,2
animal models of disease,2
clinical research design,2
signaling pathways,2
calcium signaling cascade,2
diabetic endocrinology,2
"hek, human embryonic kidney",1
"msc-fbs, msc-qualified fetal bovine serum",1
dna topoisomerase iiβ,2
rnaimax,1
"msc, mesenchymal stem cell",1
"topo ii, topoisomerase ii",1
"hmsc, human mesenchymal stem cell",1
sirna transfection,1
"gfp, green fluorescent protein",1
"dmem, dulbecco's modified eagle's medium",1
"ldh, lactate dehydrogenase",1
"pe, phycoerythrin",1
"rnai, rna interference",1
human mesenchymal stem cell,1
approximate dynamic programming,1
multinomial logit model,1
markdown optimization,1
cross-price elasticity,1
pricing,1
base excitation,1
control,1
non-linear dynamics,1
piezoelectric,1
type-2 fuzzy pid controllers,1
self-tuning,1
peak observer,1
puncturing,1
"electrical engineering, electronic engineering, information engineering",1
ldpc codes,1
density evolution,1
spatial coupling,1
rate-compatible,1
method validation,1
scenedesmus protuberans,1
pigments,1
applied microbiology and biotechnology,3
safety research,1
chromatography and spectroscopy,1
computer science::information retrieval,1
computer science::general literature,1
chemistry teaching,1
computer assisted teaching,1
virtual laboratory,1
secondary education,1
note,2
neospora caninum,1
universal steganalysis,1
steganography,1
steganalysis,1
biotechnology and industrial microbiology,1
bioflavor,1
agro-waste,1
olive mill waste,1
microbial fermentation,1
quantum well,1
impurities,1
dilute nitride,1
nano review,1
bb. bibliometric methods.,2
zenodo,2
uncategorized,2
"1,3-propanediol synthesis",1
multiple reaction monitoring,1
clostridium butyricum,1
glycerol catabolism,1
jel:a11,1
jel:a20,1
"rankings, economics departments, economists, turkey.",1
technology enhanced learning (tel),1
visual categorization,1
search engines,1
[info.eiah]computer science [cs]/technology for human learning,1
eye-tracking,1
searching strategies,1
[ info.eiah ] computer science [cs]/technology for human learning,1
"compound feeds, feed traceability, traceability systems, food safety, agricultural and food policy, food consumption/nutrition/food safety, research and development/tech change/emerging technologies, teaching/communication/extension/profession,",1
models,1
econometrics,1
top,1
military expenditures,1
spatial interaction,1
defense burden,1
country spillovers,1
space,1
democracies,1
relative humidity cold storage,1
temperature,1
plant biotechnology,2
plant-environment interactions,1
plant signaling,1
plant growth and development,1
plant biochemistry,1
cereals,1
plant genomics,2
aharonov-bohm interferometers,1
phase measurement,1
phase lapse problem,1
algoritmos,1
ressonância magnética nuclear quadrupolar,1
"14c15, 14l30, 14m27",1
"05c80, 05c20, 60d05, 60f05, 62g10, 62h11",1
g.3,1
g.2.2,1
computer science::cryptography and security,1
biophysics/macromolecular assemblies and machines,1
"industrial policy, privatization, state owned enterprises, spatial distribution of manufacturing, shift-share analysis.",1
o1,1
türkei,2
verteilungswirkung,1
industrial policy,1
verarbeitendes gewerbe,1
spatial distribution of manufacturing,1
jel:o1,1
g38,1
öffentliches unternehmen,1
o43,1
industriepolitik,1
jel:o25,1
r12,1
o25,1
privatization,1
state owned enterprises,1
jel:g38,1
shift-share analysis.,1
privatisierung,1
jel:o43,1
nonlocal,1
failure,1
fracture mechanics,1
peridynamics,1
primary: 57s25 secondary: 20d20,1
computingmethodologies_documentandtextprocessing,1
impaired fasting glucose,1
clinical epidemiology,1
impaired glucose tolerance,1
diabetes mellitus,1
hypertension,1
geophysics. cosmic physics,2
qc801-809,2
hemichannels,1
connexin26,1
keratitis-ichthyosis-deafness,1
intracellular calcium,1
controlled release,1
listeria innocua,1
active food packaging,1
whey protein isolate,1
lysozyme-polyelectrolyte complexes,1
locating scatterers,1
ghost-scattered waves,1
seismic interferometry,1
inversion,1
active source,1
rayleigh waves,1
computersystemsorganization_special-purposeandapplication-basedsystems,1
statistics - other statistics,1
diterpenoids,2
kaurane,1
sideritis brevidens,1
sideritis niveotomentosa,1
antioxidant potential.,1
lamiaceae,2
general social sciences,1
extensions of electroweak higgs sector,1
supersymmetric partners of known particles,1
supersymmetric models,1
extensions of electroweak gauge sector,1
information systems and management,1
"57n13, 55p10, 57r80",1
"74h20(primary) 74j30, 74b20 (secondary)",1
human mesenchymal stem cells,1
rho gtpases,1
neurodegeneration,2
neurite outgrowth,1
neural differentiation,1
"galaxies: clusters: individual: abell 3653, galaxies: clusters: intracluster medium, x-rays: galaxies: clusters",1
clavulanic acid,1
2de,1
streptomyces clavuligerus,1
maldi-tof/ms,1
industrial strain,1
pharmaceutics,1
cardiovascular physiology,1
drug delivery,1
chemotherapy,1
clinical oncology,1
drug therapy,1
liposomes,1
combination chemotherapy,1
chemotherapeutic agents,1
cancer chemotherapy,1
oncology agents,1
microsporidium,1
chrysomelidae,1
crysomela populi,1
nosema melasomae,1
sporeultrastructure,1
mathematics::probability,1
"60g22, 60g15",1
jel:l91,1
"cruising for parking, curbside parking, curbside parking capacity, garage parking, traffic congestion",1
curbside parking capacity,1
l91,2
cruising for parking,2
d04,2
"parking, curbside parking, parking capacity, garage parking, traffic congestion, cruising for parking",1
r41,3
garage parking,1
urban studies,2
curbside parking,2
stadtzentrum,1
jel:r48,2
ruhender verkehr,1
r48,3
kapazitätsauslastung,1
traffic congestion,2
verkehrsstau,1
jel:r41,2
verkehrsaufkommen,1
"nrf2, nf-e2-related factor 2",1
proteasome,2
"hdac, histone deacetylase",1
"nqo1, nad (p) h quinone oxidoreductase 1",1
"parp, poly adp ribose polymerase",1
"tbst, tris-buffered saline and tween 20",1
"gapdh, glyceraldehyde 3-phosphate dehydrogenase",1
"mca, methylcoumarin",1
"gcl, glutamate cysteine ligase",1
"ups, ubiquitin?proteasome system",1
hyperthermia,1
nrf2,2
"ups, ubiquitin–proteasome system",1
"hsp, heat shock protein",1
"ht, hyperthermia",1
"ho-1, heme oxygenase 1",1
"gst, glutathione s-transferase",1
"dnph, 2,4-dinitrophenylhydrazine",1
heat shock proteins,1
sideritis tmolea,1
kaurene,1
proline,1
oxazolone,1
diketopiperazine,1
quantum calculation,1
proton affinity,1
art,1
tomosynthesis,1
non local means,1
interleukin 12,1
gamma interferon,1
inflammatory diseases,1
macrophages,1
immune response,2
interleukin 10,1
monocytes,1
pasteurellaceae infection,1
recombinant proteins,1
innate immune system,1
tumor necrosis factor,1
"mmp, matrix metallo proteinase",1
"mapk, mitogen-activated protein kinase",1
vitamin e,1
"jnk, c-jun amino terminal kinase",1
"cd36, cluster of differentiation 36",1
"mda, malondialdehyde",1
"ldl, low density lipoprotein",1
"ups, ubiquitin-proteasome system",1
"oxldl, oxidized low density lipoprotein",1
"hplc, high-performance liquid chromatography",1
"ap-1, activator protein-1",1
jnk1,1
"tba, thiobarbituric acid",1
"tnf a, tumor necrosis factor a",1
"gapdh, glyceraldehyde-3-phosphate dehydrogenase",1
"erad, endoplasmic-reticulum-associated protein degradation",1
ap-1,1
"default, defeasence, commercial mortgage, american option pricing.",1
"14m27, 14l30, 20m32",1
meat quality,1
phenolic compounds,1
buckwheat silage,1
lamb,1
ruminant nutrition and forage utilization,1
bacillus licheniformis,1
raman,1
hellenistic pottery,1
ceramic,1
megarian bowl,1
dorylaion,1
metal-matrix composite,1
wear testing,1
electron microscopy,1
sliding wear,1
chromatin modification,1
epigenetics,1
rna-binding proteins,1
regulator genes,1
chromosome biology,1
carcinomas,1
lung and intrathoracic tumors,1
squamous cell lung carcinoma,1
squamous cell carcinomas,1
chromatin,1
gene types,1
vehicle detection,2
car detection,1
human detection,1
video cameras,1
object detection,2
otorhinolaryngology,1
g21,1
systemically important financial institutions,1
"systemic risk, connectedness, systemically important financial institutions, vector autoregression, variance decomposition, lasso, elastic net, adaptive lasso, adaptive elastic net.",1
adaptive elastic net,1
adaptive lasso,1
paederinae,1
paederus fuscipes,1
staphylinidae,1
western anatolia,1
seasonal dynamics,1
"62h11, 62m30, 62g86, 62g05",1
operations research and logistics,2
operationele research en logistiek,2
anchovy by-product protein film,1
"mechanical properties, antioxidant capacity",1
water vapour permeability,1
thyme essential oil,1
proteins and nucleic acids,2
mathematics::classical analysis and odes,1
42.25.fx diffraction and scattering,1
"light scattering, turbid media, beam shaping",1
laser conoscopy,1
biaxial nematic,1
structure,2
hydrogen bonding,1
x-ray diffraction,1
birefringence,1
i.2.9,1
68t40,1
i.2.8,2
cytochrome p450s,1
sulphite oxidase deficiency,1
sulphite sensitivity,1
drug metabolizing enzymes,1
krigging method,1
emission factor,1
simple box model,1
pcb emission inventory,1
"üretkenlik, teknolojik degisme, teknik etkinlik, yapisal dönüsüm, firma dinamikleri,türkiye, imalat sanayii",1
jel:f42,1
"synchronization, coupling, de-coupling, network, g-7, real activity, industrial production, globalization",1
jel:e01,1
jel:f44,1
renormalization group,1
protease inhibitor,1
pulmonary and respiratory medicine,1
squamous cell carcinoma antigen,1
mucus,1
lyapunov methods,1
nonlinear uncertain dynamical systems,1
multi-input systems,1
mimo systems,1
multi-output systems,1
well-being,1
adolescents,1
basic psychological needs,1
parents,1
theta functions,1
rogers–ramanujan functions,1
modular equations,1
iri-plas,1
total electron content (tec),1
ionosphere,1
geodesy,1
qb275-343,1
ruthenium,2
hydrogen generation,1
cosputtering,1
copper,1
dealloying,1
porous surface,1
genetic mutation,1
cerebrovascular diseases,1
complex traits,1
cardiovascular,1
communication failure,1
bilateral teleoperation,1
controllers,2
impedance control,1
model-mediation method,1
"nanotechnology, nanoscience, emerging technologies, technology transfer, university-industry relations, science and technology policies, probit model, disproportionate stratified sampling, emerging economies, turkey.",1
"automotive industry, knowledge and technology transfer, multinational companies (mncs), foreign direct investment (fdi), innovation, research and development (r&d)",1
algae,1
dunaliella,1
"ege denizi,çamaltı tuzlası,alg,dunaliella,i̇zmir,türkiye",1
çamaltı tuzlası,1
i̇zmir,1
çamaltı saltworks,1
alg,1
attitude towards chemistry lesson,1
misconception,1
acids and bases,1
embryology,1
cytoplasm,1
gene expression regulation,1
biological transport,1
exposure conditions,1
mechanical permeability,1
supplementary cementitious material,1
self-healing,1
business strategy,1
empirical study,1
plga,1
bmp,1
bone tissue engineering,1
phbv,1
sequential delivery,1
cancer immunology,1
t helper cells,1
th17 cells,1
tumor microenvironment,1
ciencias físicas,1
massive gravities,1
astronomía,1
2+1 gravity,1
causality,1
"05c80, 05c20, 60d05, 60c05, 62e20",1
r20,1
d31,1
protein interaction networks,1
clustering coefficient,1
line graph transformation,1
betweenness centrality,1
graph clustering,1
virology,1
inactive parapoxvirus ovis,1
physical mapping,1
grass evolution,1
"5ds, hexaploid wheat",1
gene space,1
triticum aestivum;5ds;hexaploid wheat;physical mapping;gene space;grass evolution,1
blé hexaploïde,1
molecular neuroscience,1
ion channels,1
cellular neuroscience,1
vitamins,1
rna interference,1
jelimsi organizmalar,1
ihtiyoplankton,1
balık yumurta ve larvaları,1
sinop bölgesi,1
carbon dioxide sensing,1
carbon monoxide sensing,1
qcm electrode,1
calixarene,1
ferrocene,1
cyp1a,1
biomonitoring,1
chemical pollution,1
mullet,1
glutathione s-transferase,1
erod,1
electrocorticogram,1
wavelet transform,1
brain computer interface,1
pattern recognition,2
modeling,1
moisture sensing,1
field,1
jel:c88,1
jel:c69,1
jel:c81,1
classification; voting; feature construction; financial distress; feature projections,1
jel:c63,1
orthodontics,1
mouth rinses,1
streptococcus mutans,1
chlorhexidine,1
hep-ph,1
field test,1
bearing capacity,1
load test,1
neural networks,1
granular material,1
footing,1
clay,1
barite concrete,1
radiation,1
chemical effect,1
linear attenuation coefficients,1
acm : [e:3][e:4][g:2],2
maximal curves over fi nite fi elds,1
quadratic forms over finite fi elds of characteristic 2,1
[info.info-cr] computer science/cryptography and security,2
[math.math-it] mathematics/information theory,2
[info.info-it] computer science/information theory,2
dendritic cells,1
autoimmunity,1
muscle-specific kinase,1
claim specificity,1
advertisement effectiveness,1
product environmental relevance,1
green advertising,1
m31,1
m37,1
"advertisement effectiveness, claim specificity, experimental design, green advertising, product environmental relevance",1
jel:q56,1
q56,1
jel:m37,1
jel:m31,2
pten,1
tbx3,1
squamous cell carcinoma,1
cappadocia,1
drainage morphometry,1
melendiz mountain,1
hasan mountain,1
flood,1
socarxiv|social and behavioral sciences,1
"socarxiv|social and behavioral sciences|sociology|organizations, occupations, and work",1
bepress|social and behavioral sciences|economics|behavioral economics,1
bepress|social and behavioral sciences|organization development,1
"bepress|social and behavioral sciences|sociology|work, economy and organizations",1
socarxiv|social and behavioral sciences|organization development,1
socarxiv|social and behavioral sciences|economics|behavioral economics,1
bepress|social and behavioral sciences,1
bepress|social and behavioral sciences|sociology,1
socarxiv|social and behavioral sciences|economics,1
bepress|social and behavioral sciences|economics,1
socarxiv|social and behavioral sciences|sociology,1
antibacterial treatment,1
tear strenght,1
antibacterial efficacy,1
cotton fabric,1
berger whiteness,1
surface potential map,1
electrostatics,1
dlvo theory,1
force curve,1
sar,1
antitubercular activity,1
"[ sdu.ocean ] sciences of the universe [physics]/ocean, atmosphere",1
statistical,1
talk: amsterdam 2018/09/24,1
cern lab,1
heterotrophic denitrification,1
batch reactor,1
nitrate,1
autotrophic denitrification,1
bromate,1
"35b40, 35b45",1
anti-bacterial; antifungal; composite; phenolic content; plant extracts.,1
"formation control, networked control, cooperative control, multirobot formations, autonomous agents, rigidity theory, rigid graph theory, fuzzy control, fuzzy systems",1
cvid,1
nk cell function,1
innate immunity,1
primary immunodeficiency,1
test system,1
photosystem ii,1
perfluoroisopropyldinitrobenzene derivatives,1
qsar,1
codessa,1
photosynthetic inhibitory activity,1
"(+-)-o-(2-((t-butoxycarbonyl)amino)propyl) 2,2-dimethylpropanethioate",1
delaunay triangulation,1
random graph,1
51f99,1
proximity map,1
class cover catch digraph (cccd),1
proximity catch digraph,1
51n20,1
domination number,1
triangle center,1
mathematics - metric geometry,2
hepcidin,1
dog,1
parvoviral gastroenteritis,1
nucleon tensor form factors,1
light-cone qcd sum rules,1
compact tension tear,1
mode-i/iii,1
invadopodia,1
"metastasis, invadopodia",1
cortactin,1
organic light emitting diodes,2
self-assembled,1
oled,1
hole injection,1
eranet,1
citizen science,1
large ecological data sets,1
scientific diving,1
monitoring,1
species list,1
marine strategy framework directive,1
protocol,1
indexes,1
observable biodiversity,1
coralligenous habitat,1
mesenchymal stem cell,1
differentiation,1
tyrosine hydroxylase,1
"46t20, 47h10, 47j05 (primary) 35d35, 35j60, 35q82 (secondary)",1
computer science - computational geometry,2
computer science - graphics,1
i.2.4,2
crack propagation,1
nonplanar crack growth,1
respiratory symptoms,1
student’s health,1
air pollution,1
industry,1
discrete wavelet transform,1
wavelet decomposition,1
gyroscopes,1
leg motion classification,1
accelerometers,1
geographic distribution,1
eukaryota,1
animal types,1
geography,1
environmental geography,1
domestic animals,1
biogeography,1
barley,1
population dynamics,1
composition,1
naturally debittered,1
organic acids,1
principal component analysis,1
lithium,1
bipolar disorder,1
mir-34a,1
ceramide glucosyltransferase,1
parkinson's disease,1
irf6,1
cell transformation,1
interferon regulatory factors (irf),1
notch receptor,1
supra-ophiolite basin,1
late cretaceous–late eocene,1
neotethys,1
history of scholarship and learning. the humanities,1
az20-999,1
seawater mixing,1
hydrogeology,1
mandalia bay (se aegean sea coasts),1
salty karstic springs,1
"hydrogeology,hydrogeochemistry,mandalia bay (se aegean sea coasts),salty karstic springs,seawater mixing",1
marmara denizi,1
posidonia oceanica,1
i̇şaretleme,1
çanakkale boğazı,1
portland cement,1
internal curing,1
strength of materials,1
family practice,1
general practice,1
primary care,1
workload,1
health reform,1
primary research,1
mechanical loading,1
mda-mb-231,1
physical activity,1
rm,1
agricultural methods,1
gene identification and analysis,1
transcriptome analysis,1
sustainable agriculture,1
parking,1
d62,1
endogenous outside option; parking; price discrimination; search costs; spatial competition,1
price discrimination,1
spatial competition,1
jel:d62,1
endogenous outside option,1
search costs,1
hybrid integration,1
beam steering,1
comb drive,1
vegetable nanofluid,1
martensitic stainless steel,1
mql,1
"35a30, 35g25, 35n10, 37k35, 58j70, 58j72, 34a34 35a30, 35g25, 35n10, 37k35, 58j70, 58j72, 34a34",1
génétique & processus génétiques,1
life sciences,1
sciences du vivant,1
genetics & genetic processes,1
detection,1
recommender systems,1
accuracy,1
shilling attacks,1
bisecting clustering,1
terrestrial molluscs,1
description of new species and subspecies,1
renal transplantation,1
oxidoreductases,1
enzymes,1
kidneys,1
organ transplantation,1
dehydrogenases,1
surgical and invasive medical procedures,1
cytoskeleton,1
urinary system procedures,1
enzymology,1
serum proteins,1
transplantation,1
renal system,1
yaşam memnuniyeti,1
yaşlı,1
successful ageing,1
old age,1
yaşlılık,1
life satisfaction,1
kaliteli yaşlanma,1
segmented hpge-detectors ; capacitance-voltage measurements ; pulse-shape analysis ; ray tracking ; germanium detectors ; prototype detector ; neutron interactions ; high-resolution ; time-shift ; spectrometer,1
semiconductor detector performance and simulations,1
hpge detectors,1
[ phys.phys.phys-ins-det ] physics [physics]/physics [physics]/instrumentation and detectors [physics.ins-det],1
[ phys.nexp ] physics [physics]/nuclear experiment [nucl-ex],1
pulse-shape and γ-ray tracking algorithms,1
γ-ray spectroscopy,1
física nuclear,1
γ-ray tracking,1
digital signal processing,1
skin permeation,1
anti-inflammatory activity,1
tewl,1
skin blanching,1
[spi.meca.ther]engineering sciences [physics]/mechanics [physics.med-ph]/thermics [physics.class-ph],1
[phys.meca.ther]physics [physics]/mechanics [physics]/thermics [physics.class-ph],1
[phys.meca.ther] physics/mechanics/thermics,1
[spi.meca.ther] engineering sciences/mechanics/thermics,1
chemical genetics,1
genetic interactions,1
drug combinations,1
bovine claw,1
ultrasound,1
hematopoetic stem cells,1
stem cell physiology,1
monocyte,1
lymphocyte,1
regulatory networks,1
hepatitis a virus sequencing,1
phylogenetic,1
vp1/vp3,1
vp1/vp2a,1
6-aminopenicillanic acid,1
biological activity,1
"5-oxo-1,3-oxazolidine",1
"1,2,4-triazole",1
piperazine,1
"1,3-oxa(thia)zole",1
7-aminocephalosporanic acid,1
"pharmacology, toxicology and pharmaceutics(all)",1
jel:d10,1
"teenage marriage, teenage births, education, compulsory schooling policy, regression-discontunity",1
jel:j13,1
jel:j12,1
international,1
di-t-butyl (1-((dimethylcarbamothioyl)oxy)propan-2-yl)imidodicarbonate,1
emsy,1
nsclc.,1
ccnd1,1
mathematics - rings and algebras,1
[ sdv.gen.gpo ] life sciences [q-bio]/genetics/populations and evolution [q-bio.pe],1
engraulis albidus,1
[sdv.gen.gpo]life sciences [q-bio]/genetics/populations and evolution [q-bio.pe],1
gen:gpo] life sciences/genetics/populations and evolution [[sdv],1
introns,1
mersin bay,1
gen:gpo] sciences du vivant/génétique/génétique des populations [[sdv],1
e. encrasicolus,1
media technology,1
antibacterial activity,1
silver complex,1
antifungal activity,1
benzimidazol-2-ylidene,1
oncotargets and therapy,1
cervical carcinoma,1
sensitive-to-apoptosis gene,1
p73,1
animação,1
desenho,1
social and behavioral sciences,1
parking garages,1
"social and behavioral sciences, cruising for parking, curbside parking, parking garages, parking policy, traffic congestion",1
parking policy,1
"53c15, 53c15, 53b20, 53c43",1
laser-induced breakdown spectroscopy,1
membrane dryer,1
chromium,1
ultrasonic nebulization,1
metal aerosol,1
chiral,1
"phosphorus-1,1-dithiolate",1
silver(i) and gold(i) complexes,1
"14h52 elliptic curves, 11g40 birch, swinnerton dyer conjecture, 14g10 zeta-functions and related questions",1
"t-butyl 4-methyl-2-oxo-1,3-oxazolidine-3-carboxylate",1
par,1
map algebra.,1
map algebra,1
multiple regression models,1
flexible public transport systems,1
modal shift.,1
l,1
climate engineering,1
social imaginary,1
recognition,1
justice,1
geoengineering,1
participation; civil society; social capital; turkey.,1
electromagnetic field,2
base station,1
risk perception,1
imaging,1
quantum dots,1
anti-her2,1
bioconjugation,1
cell specific targeting,1
antibodies,1
coatomic supplement submodule,1
weak supplement submodule,1
coinjective modules,1
extended weak supplement,1
coatomic modules,1
finite fields,1
bilinear complexity,1
range sensing,1
mapping,1
laser range finders,1
autonomous robots,1
time-of-flight measurements,1
hausdorff metric,1
median error,1
ultrasonic sensing,1
error criterion,1
map errors,1
imaging speed,1
fast actuation,1
atomic force microscope,1
high-speed dynamic afm,1
