,Counter
abundances; stars; atmospheres; chemically peculiar; fundamental parameters; magnetic field,1
fusarium oxysporum f. sp. lycopersici,1
intercropping,1
am fungi,1
solanum lycopersicum,1
quantum transport,2
decoherence,1
wigner?boltzmann equation,1
wigner–boltzmann equation,1
noradrenaline release,2
kv7 channels,3
presynaptic facilitation,1
p2y1 receptors,1
natural radionuclides,1
extraction of radionuclides,1
maltol,1
termination and resource analysis,1
[ info.info-pl ] computer science [cs]/programming languages [cs.pl],3
defunctionalisation,1
n ligands,1
ligand design,1
problem structuring / multiple criteria analysis / concept mapping / hierarchical decomposition,1
"papst, papsttum, andere, fremde, langobarden, franken, byzanz, griechen, sarazenen, frühmittelalter, italien, rom;pope, papacy, others, foreigners, strangers, lombards/longobards, franks, byzantium, greeks, saracens, early middle ages, italy, rome",1
"bic standard subject qualifiers, time periods, c 500 ce to c 1000 ce",1
"35k51, 35q92, 92d25",1
critical reviews,1
tetrahydrobiopterin,3
glyceryl ether monooxygenase,1
e.c.1.14.16.5,1
alkylglycerol monooxygenase,2
nanoflagellates,1
glacier river,1
local patterns,1
rotifers,4
glacier retreat,2
regional diversity,1
cake formation,1
bag filter,1
cake height measurements,1
needle felts,1
organizational institutionalism,1
gender equality,1
universities,2
special section on co-optation,1
co-optation,1
"34l40, 47a68, 47b65",1
b0 --> chi/c2(3555) k+,1
hadronic decay [chi/c2(3555)],1
b+ --> chi/c1(3510) pi+ pi- k+,1
decay modes [b],1
branching ratio: measured [b],1
hadronic decay [chi/c1(3510)],1
x(3872),1
b+ --> chi/c2(3555) pi+ pi- k+,1
hadroproduction [chi mesons],1
b0 --> chi/c1(3510) pi+ pi- k0(s),1
b0 --> chi/c1(3510) pi0 pi- k+,1
solute carrier 6/slc6,1
misfolding,1
g protein coupled receptors/gpcrs,1
heat-shock protein inhibitors,1
heat-shock protein relay,1
normalformspiel,1
schweden,1
beliefs,1
strategic sophistication; beliefs; experiment; team decision making; individual decision making,1
strategic sophistication,2
"strategic sophistication, beliefs, experiment, team decision making, individual decision making",1
bimetallic oxides,1
zirconium compounds,1
13.25.hw,1
approx. 10.6 gev-cms,1
12.15.hh,1
b0 --> j/psi(3100) pi0,1
11.30.er,2
lr white,1
tubeworms,1
polychaeta,1
upsilon(9460),2
upsilon(10355),1
upsilon(10020),2
* automatic keywords *,1
synthetic oligonucleotides,1
oligonucleotide conjugates,1
pegylation,1
totalsynthese,1
totalsynthesen,1
alkinmetathese,1
naturstoffe,1
alkyne metathesis,1
plant cell wall signalling,1
at-fla4,2
1,1
"earnings mobility, earnings volatility, relative income positions, i320, j310,",1
"earnings mobility, earnings volatility, relative income positions",1
soziale mobilität,1
volatilität,1
earnings mobility,1
earnings volatility,1
relative income positions,1
left heart disease,1
fractional area change,1
500 natural sciences and mathematics,1
500,1
"34b20, 34l40, 39a12, 47a57",1
wood chemical composition,1
tropical wood,1
dendrochemistry,1
spermatogenesis,1
orphan ligand,1
bec,1
gross?pitaevskii equation,1
metropolis–hastings algorithm,1
gross–pitaevskii equation,1
metropolis?hastings algorithm,1
1d,1
chemoimmunotherapy,1
pdcd1,1
haematological malignancy,1
tumour surveillance,1
alloy,1
configurational entropy,1
enthalpy,1
cellular immune response,1
hypersensitivity,2
cellular immunology,1
immune regulation,1
legs,2
social play,2
baboons,1
"46e35, 52a20",1
"primary 35l10, 34l25, secondary 81u30, 81q15",1
purin,1
"65m38, 65m50",1
zz-type error estimator,1
targeted therapy,1
antitumor peptides,1
photomedicine,1
ultraviolet-radiation,1
skin resident memory t cells,1
phototherapy,1
breast cancer resistance protein,1
multidrug resistance protein 1,1
phlacrocorax carbo sinensis,1
seabird,1
pellet,1
fish remains,1
feces,2
prey detection,1
"08a70, 08b10, 08a50, 68q17",1
general purpose software,1
surrogate model,1
stochastic finite element methods,1
"05a16, 05c05, 05a15, 05a19, 60c05",1
climate damage specification; intergenerational inequality aversion; optimal energy transitions; ramsey growth; scc; simple rule; stranded assets,1
jel:q54,1
jel:q51,1
"simple rule, scc, ramsey growth, optimal energy transitions, stranded assets, intergenerational inequality aversion, climate damage specification",1
biomass combustion,1
wood smoke,1
particulate emissions,1
odor,1
pellet stove,1
log wood stove,1
al–cu–sn,1
al?cu?sn,1
lead-free solder,1
genome stability,1
replication stress,2
dna damage signaling,1
chromosome fragile sites,1
"ceo,taxes,competition for talents,skilled human resources",1
competition for talents,1
taxes,1
ceo,1
skilled human resources,1
l13,1
"special issue: tax research, guest editors: martin jacob and richard sansing",1
"65d17, 15a60",1
"(s~fc~)-2-((r)-1-diphenylphosphinoethyl)-(s~fc~)-2''-diphenylphosphino-1,1''-biferrocene p,p''-bis(borane) dichloromethane solvate",1
mitochondrial interactosome,1
mesh: tubulin,1
"mesh: myocytes, cardiac",1
β-tubulin isotypes,1
warburg effect,1
mesh: cytoskeleton,1
"35k57, 35a30, 35c05",1
dyson–schwinger equations,1
quantum field theory,1
correlation functions,1
"03e05, 03e17, 03e35",1
inverse cascade,1
"34b07, 34a55, 34b20, 35q51",1
shrimp u–pb geochronology,1
allanite,1
alaska,1
shrimp u?pb geochronology,1
monazite,1
positivity,1
special functions,1
"05a18, 05c31, 46l54",1
heaps,1
cumulants,1
moments,2
tutte polynomials,1
organic photovoltaics,1
copper-iodide,1
hole-selective contact,1
inorganic–organic junction,1
risk-sensitive behaviour,1
intraguild interactions,1
inducible defences,1
innate species recognition,1
ethovision,1
"60k37, 60b99, 60d05, 60j10, 60j27",1
perfect crystal interferometer,1
beam deflection,1
dynamical diffraction,1
short-range interaction,1
coriolis force,1
[ sdv.bdd ] life sciences [q-bio]/development biology,1
viviparity,1
nonlocal evolution equations / riesz-feller operator / fractional laplacian / traveling wave solutions / asymptotic stability / decay rates,1
"47j35, 26a33, 35c07",1
quantitative genetics,2
habitat degradation,1
natural selection and contemporary evolution,1
syntheses,1
pks,1
penicillium,1
lateral gene transfer,1
birth-and-death evolution,1
polarized light,1
mineralized turkey leg tendon,1
collagen fibers orientation,1
quantum mechanics,1
quantum computing,1
adiabatic quantum annealing,1
cancer cell metabolism,1
mitochondrial membrane potential,1
oxononenal,1
?-oxidation,1
ß-oxidation,1
ni?sb?sn,1
ni–sb–sn,1
plasmas,1
turbulence,1
"fusion, plasma och rymdfysik",1
"fusion, plasma and space physics",1
"11a25, 11b68, 33b15",1
toads,1
signal modalities,1
chemical signals,1
frogs,1
evidence-based reasoning,1
protein?peptide ligand structures,1
omit difference density,1
protein–peptide ligand structures,1
consensus network,1
coexpression network,1
weighted topological overlap network,1
prefrontal cortex (pfc),1
cognitive disorders,1
"tris(tetra-n-butylammonium) bis(mu-2-(oxidomethyl)-2-{[(2e)-3-phenylprop-2-enoyl]amino}propane-1,3-diolato)-hexakis(mu-oxo)-dodecaoxo-iron-hexa-molybdenum acetonitrile solvate",1
low-energy electrons,1
narrative traditions,1
biographical narratives,1
lebensgeschichtliches erzählen,1
erzähltraditionen,1
"cobra, combined bisulfite restriction analysis",1
"pbmcs, peripheral blood mononuclear cells",1
"m.sssi, cpg methyltransferase",1
"mapk, mitogen-activated protein kinase",1
dna methyltransferase inhibitor,1
"jak/stat, janus kinase/signal transducer and activator of transcription",1
"cml, chronic myeloid leukemia",1
"aml, acute myeloid leukemia",1
"dnmt1, dna methyltransferase 1",1
"plcγ, phospholipase cγ",1
"5-aza-cdr, 5-aza-2′-deoxycytidine",1
"he, hematoxylin and eosin",1
t-cell lymphoma,1
"pi3-k/akt, phosphatidylinositol-3 kinase/akt",1
"alcl, anaplastic large cell lymphoma",1
decitabine,1
"alk, anaplastic lymphoma kinase",1
"npm-alk, nucleophosmin-anaplastic lymphoma kinase",1
histone deacetylases,2
chromatin modifications,1
tumor drugs,1
"immunoproteasome, inflammation, immunohistochemistry, tuberous sclerosis complex, focal cortical dysplasia, epilepsy, astrocytes, inflammation",1
immunoproteasome,1
focal cortical dysplasia,2
planar optode,2
radial oxygen loss,1
plaques imaging,1
rice (oryza sativa l.),1
racism,1
desocialization,1
symbolic institution,1
reference genes,1
grain hardness,1
barley endosperm,1
laser microdissection,1
hordoindoline,1
label-free shotgun proteomics,1
spatio-temporal,1
core−shell hybrids,1
nanoscale ionic materials,1
self-assembled hybrids,1
nanoparticle dispersion,1
nanohybrids,2
"28a80, 05c38, 28a75, 51m25, 52a38",1
heteroplasmy,1
paternal leakage,1
mtdna diversity,1
"(mu~2~-1,2,3,4-tetrakis(diphenylphosphino)cyclobutane)-dichloro-bis(2,2'-bipyridyl)-osmium-platinum bis(hexafluoroantimonate)",1
hormonal contraceptives,1
methyl 4-hydroxybenzoate,3
"13f20, 16d25, 16p10, 16s99",1
malus domestica,1
"primary: 46a03, 54e18. secondary: 54c35, 54e20",1
"45k05, 35k25, 35d30, 35k55",1
"53b30, 83c99",1
"österreich, kinder- und jugendliteratur, kulturelles gedächtnis, schriftstellerinnen, frauenbiografien, literaturwissenschaft",2
"austria, children´s literature, cultural heritage, women writers, womens biographics, history of literature",2
"37k15, 46n20, 47a68, 35c08, 46e40",1
35p20,1
58j50,1
erbb family,1
"azd8931, egfr, erbb family, chordoma, drug screen, resistance",1
drug screen,1
chordoma,1
azd8931,1
"primary 03e15, secondary 54e52, 54h11",1
"11j71, 11j81, 11j82, 11k55",1
epidermal differentiation complex,1
keratin-associated protein,1
cysteine-rich protein,1
"53a20, 53a30, 53b30, 53c07, 53c50",1
jfm,1
jks,1
u,1
medien,1
computertechnologie,1
jfft,1
sharing,1
media studies,1
coputing technologie,1
ubj,1
multivoxel,1
spectroscopic methodology—notes,1
spectroscopic localization,1
spectroscopic methodology?notes,1
dynamic 31p mrs,1
"ambros, vienna, criticism, edition, music history",1
"ambros, wien, kritik, edition, musikgeschichte",1
northeast russia,1
intraplate alkaline volcanism,1
okhotsk–chukotka volcanic belt,1
extension-related melting,1
continental margins,1
plenasium bransonii,1
millerocaulis herbstii,1
todeinae,1
millerocaulis broganii,1
plenasium banksiifolia,1
thamnopteris kidstonii,1
millerocaulis tuhajkulensis,1
osmundacaulis natalensis,1
leptopteris superba,1
millerocaulis dunlopii,1
claytosmunda claytoniana,1
grammatocaulis donponii,1
claytosmunda plumites,1
itopsidema vancleavei,1
millerocaulis kolbei,1
claytosmunda beardmorensis,1
plenasium dakotense,1
claytosmunda nathorstii,1
anomorrhoea fischeri,1
thamnopteris schlechtendalii,1
lunea jonesii,1
todea barbara,1
donwelliacaulis chlouberii,1
thamnopteris kazanensis,1
millerocaulis lutziae,1
thamnopteris diploxylon,1
claytosmunda embreei,1
grammatopteris baldaufii,1
millerocaulis juandahensis,1
itopsidemoideae,1
osmundacaulis griggsii,1
millerocaulis websteri,1
osmunda iliaensis,1
thamnopteroideae,1
millerocaulis spinksii,1
osmundales,1
millerocaulis amarjolensis,1
mesozoic,1
osmundites aucklandicus,1
osmundacaulis tasmanensis,1
leptopteris fraseri,1
shuichengelloideae,1
osmunda pluma,1
millerocaulis donponii,1
shuichengella primitiva,1
millerocaulis swanensis,1
claytosmunda johnstonii,1
thamnopteris gracilis,1
millerocaulis estipularis,1
osmundinae,1
osmundoideae,1
osmunda shimokawaensis,1
millerocaulis preosmundus,1
millerocaulis sahnii,1
millerocaulis wadei,1
osmunda japonica,1
tiania yunnanense,1
osmundacaulis skidegatensis,1
zhongmingella plenasioides,1
millerocaulis sinicus,1
millerocaulis indentatus,1
claytosmunda wangii,1
osmundacaulis tehuelchensis,1
osmundacaulis janiae,1
plenasium chandleri,1
millerocaulis limewoodensis,1
osmundacaulis richmondii,1
osmundeae,1
thamnopteris uralica,1
osmundacaulis hoskingii,1
palaeosmunda williamsii,1
plenasium bromeliifolia,1
osmunda oregonensis,1
millerocaulis patagonicus,1
millerocaulis hebeiensis,1
todea papuana,1
guairea braziliensis,1
osmunda lancea,1
millerocaulis santaecrucis,1
osmunda javanica,1
osmundastrum pulchellum,1
osmundacaulis lemonii,1
millerocaulis wrightii,1
palaeobotany,1
osmundacaulis bamfordae,1
millerocaulis rajmahalensis,1
osmundacaulis jonesii,1
osmundastrum cinnamomeum,1
millerocaulis gibbianus,1
osmundacaulis andrewii,1
guairea millerii,1
thamnopteris gwynne-vaughani,1
millerocaulis guptai,1
plenasium vachelii,1
palaeozoic,1
palaeosmunda playfordii,1
plenasium arnoldii,1
guaireoideae,1
leptopteris wilkesiana,1
osmundacaulis whittlesii,1
thamnopteris javorskii,1
grammatopteris rigollotii,1
plenasium nebraskense,1
millerocaulis macromedullosus,1
thamnopteris splendida,1
osmundastrum precinnamomeum,1
osmundacaulis nerii,1
millerocaulis richmondii,1
jurassic,2
plenasium crossii,1
osmundacaulis zululandensis,1
grammatopteris freitasii,1
claytosmunda wehrii,1
osmundacaulis pruchnickii,1
cenozoic,2
osmundacaulis tidwellii,1
leptopteris hymenophylloides,1
claytosmunda chengii,1
todea tidwellii,1
claytosmunda tekelili,1
plenasium burgii,1
triassic,1
millerocaulis woolfei,1
osmundacaulis atherstonei,1
chasmatopteris principalis,1
millerocaulis indicus,1
millerocaulis livingstonensis,1
claytosmunda kidstoni,1
plenasium moorei,1
osmunda regalis,1
millerocaulis australis,1
phanerozoic,1
permian,1
guairea carnierii,1
rastropteris pinquanensis,1
plenasium dowkeri,1
bathypteris rhomboidea,1
millerocaulis chubutensis,1
claytosmunda liaoningensis,1
millerocaulis stipabonettiorum,1
millerocaulis zamunerae,1
"öfos, humanities, historical sciences, history of humanities",4
"mittlere und späte bronzezeit griechenlands, messenien, gräber, tholoi, kammergräber;middle and late bronze age in greece, messenia, tombs, tholoi, chamber tombs",1
"öfos, humanities, arts, architectural design",1
nationalsozialismus – wien – ideologie – siedlungsplanung;national socialism – vienna – ideology – settlement planning,1
"öfos, social sciences, other and interdisciplinary social sciences, regional geography",1
propositional logic,1
proof compression,1
resolution calculus,1
écotone de la limite altitudinale de la forêt,1
accroissement radial,1
radial increment,1
formation du xylème,1
xylem formation<br>---<br>dendromètre,1
treeline ecotone,1
"08a40, 06a30",1
srrf,1
plasma membrane protein sorting,1
protein mobility,1
pin proteins,1
intracellular distribution,1
root phenotype,1
amorphization,1
focused ion beam,1
scanning transmission electron microscopy,1
"syria, palmyra, hellenistic-roman, caravan building, architecture, room decoration",1
"syrien, palmyra, hellenistisch-römisch, karawanenbau, architektur, raumausstattung",1
"bibliotheksgeschichte, religiöse volkssprachliche literatur, liturgische handschriften, gebetbücher, frömmigkeitsgeschichte",1
"history of library, religious vernacular literature, liturgical manuscripts, prayer books, history of religiousness",1
"52-04 (primary), 52b20, 14j32, 14m25, 81t30 (secondary)",1
straight skeleton,1
positive and negative weights,1
iminophenols,1
resveratrol analogs,1
antioxidant activity,1
linear parabolic problems,1
exponential integrators,1
time-dependent coefficients,1
magnus integrators,1
"46f30, 46t30, 26e15, 58b10, 46a17",1
physical vapor deposition,1
titanium aluminum zirconium nitride,1
phototransistors,1
pnp,2
oeic,1
nir,1
bjt,1
polypeptide release factor,1
translation termination,1
methanococcus jannaschii,2
arf1,1
archaeon,1
erf1,1
eukaryote,1
"primary 34b24, 34l05, secondary 34l40, 46e22",1
"65n30, 65n50, 65y20",1
spatial indicators,1
disaster recovery,1
urban change,1
3t3?l1,1
n‐epsilon‐carboxymethyllysine,1
3t3‐l1,1
n?epsilon?carboxymethyllysine,1
bis(mu~2~-isopropanolato)-tris(di-t-butyl malonato)-bis(isopropanolato)-di-aluminium(iii),1
sozial-und wirtschaftswissenschaften,1
lactational anestrus,1
reproductive fate,1
abnormal returns,1
accruals quality,1
value relevance,1
earnings quality,1
"business, management and accounting (miscellaneous)",1
excess returns,1
smoothing,1
"k(h), hydraulic conductivity",1
"rm, median pore radius",1
"σ, standard deviation of pore size distribution",1
"ε, effective macroporosity",1
"hm, median pressure head",1
cover cropping,2
macroporosity,1
ti?al?n,1
altin,1
ti–al–n,1
oxidation resistance,1
decreasing monotone triangle,1
"35k51, 35k55, 82b35",1
goal-directed cognition,1
eye-tracking,1
problem,1
endothelial,1
bkca channels,1
n-arachidonoyl glycine,1
acetylcholine,1
na+/ca2+ exchanger,1
exocelina danae-group,1
exocelina danae -group,1
"32v40 (primary), 32v05, 58j70, 53a15 (secondary)",1
plasma membrane protein,1
genetic immunisation,1
"53c27, 34l40, 53a30, 33c20",1
shallow thermal structure,1
methane hydrate,1
surface heat flow,1
bottom-simulating reflector,1
nankai trough,1
self-assembled nanostructures,1
low-temperature scanning tunneling microscopy (lt-stm),1
low-energy electron diffraction (leed),1
potassium intercalation,1
scanning tunneling hydrogen microscopy (sthm),1
generalized force vector,1
gyroscopic moment,1
euler parameter,1
rotational equations of motion,1
"[sdv.bbm.mn]life sciences [q-bio]/biochemistry, molecular biology/molecular networks [q-bio.mn]",2
head and neck squamous cell carcinoma (hnscc),1
epigenome,1
human papillomavirus (hpv),1
methylome,1
"dna methylation, epigenome, head and neck squamous cell cancer (hnscc), human papillomavirus (hpv), methylome",1
"11h06, 11j13, 11j25, 11j82, 11j83",1
inpatient,1
health-related quality of life (hrqol),1
psychological distress,1
pet imaging,1
i.2.6,1
"bic standard subject categories, humanities, history, history: theory & methods, historiography",2
"bic standard subject categories, humanities, religion & beliefs, religion: general, history of religion",2
"gelehrtenkorrespondenz, benediktiner, gelehrtenrepubiik, historische kritik;learned corresponence, benedictines, republic of letters, historicel criticism",2
"ecfp4, extended-connectivity fingerprints 4",1
"hba, hydrogen bond acceptor",1
"hiv-1, human immunodeficiency virus 1",1
"m. p., melting point",1
"hbd, hydrogen bond donor",1
"mb, metal binding feature",1
"tn, true negative hits",1
"r, ring feature",1
"ni, negative ionizable feature",1
"rocs, rapid overlay of chemical structures",1
"pge2, prostaglandin e2",1
"kegg, kyoto encyclopedia of genes and genomes",1
"serms, selective estrogen receptor modulators",1
"fp, false positive hits",1
"pdb, protein databank",1
"oest, rocs openeye shape tanimoto",1
"h, hydrophobic feature",1
"c, cation",1
"wombat, world of molecular bioactivity",1
"oecs, rocs openeye comboscore",1
"ar, aromatic feature",1
"pass, prediction of activity spectra for substances",1
"tc, tanimoto coefficient",1
"tp, true positive hits",1
"fn, false negative hits",1
"sea, similarity ensemble approach",1
"fcfp6, functional-class fingerprints 6",1
"acc, accuracy",1
"ee, early enrichment",1
"a, anion",1
"ace, angiotensin-converting enzyme",1
"xvol, exclusion volume",1
"dud, directory of useful decoys",1
2d similarity-based search,1
"oe, overall enrichment",1
"des, diethylstilbestrol",1
"gfa, genetic function approximation",1
"mna, multilevel neighborhoods of atoms",1
color-based object detection,1
automatic animal detection,1
elephant detection,1
object tracking,1
automated video indexing,1
faecal pollution,2
enzymatic activity,1
glucuronidase,1
online monitoring,1
cho,1
"05c20, 05c25, 05c38, 05c50, 08a55, 15a25, 08c15",1
complex trait,1
selection signature,1
whole genome association,1
stability and convergence of numerical methods,1
metacommunity ecology,2
glacier-fed streams,1
anisotropy -- computer simulation,1
condensat de bose-einstein,1
ansiotropia,1
:informàtica::aplicacions de la informàtica::aplicacions informàtiques a la física i l‘enginyeria [àrees temàtiques de la upc],1
bose-einstein gas,1
àrees temàtiques de la upc::informàtica::aplicacions de la informàtica::aplicacions informàtiques a la física i l‘enginyeria,1
multigene signature approach,1
activation-induced cytidine deaminase,1
allergooncology symposium-in-writing,1
symposium-in-writing paper,1
dispersal traits,1
trait selection,1
spatial‐temporal patterns,1
niches,1
photobiont type,1
species accumulation,1
primary succession,1
species richness and composition,1
spatial?temporal patterns,1
glacier forelands,1
β‐diversity,1
??diversity,1
strongly c-monotone,1
28a05 (secondary),1
measurable cost function,1
49k27 (primary),1
c-cyclically monotone,1
monge–kantorovich problem,1
genetic engineering,2
endosomal sorting,1
neurodegeneration; parkinson′s disease; α-synuclein; cathepsin d,1
retromer,1
calcineurin; retromer; yeast; lysosome; endosomal sorting,1
collocation method,2
positive solution,2
singular mixed boundary value problem,1
shallow membrane,1
lower and upper functions,1
dependency pairs,1
immunoblotting,1
staphylococcus,1
swiss institute of allergy and asthma research,1
eczema,1
allergic diseases,1
"05a17, 11p84",1
"49j53, 90c30, 90c33, 90c46",1
bromo-dicarbonyl-(((diphenylphosphino)(isopropyl)amino)carbonyl)-((isopropylamino)diphenylphosphine)-iron,1
sert,1
5-ht2a,1
5-ht1a,1
geriatrics,2
rc952-954.6,1
carnica,1
metabolic rate,2
lethal temperature,1
honeybee races,1
ligustica,1
ligustic a,1
"42a65,42c15,42c40",1
time-frequency analysis,1
uncertainty principle,2
adaptive representation,2
frame algorithm,1
filamentous fungi,1
hax1,1
"81t13, 81t15, 81t17, 81t20",1
polynomial lattice rules,2
higher order digital nets,1
lipid a,1
endotoxin,3
ochromonas,2
poterioochromonas malhamensis,1
data warehouse,1
cloud manufacturing,1
cutting tool selection platform,1
intelligent process platform,1
neuronales netz / kontrollsystem,2
"34c14, 34a30",1
painting,1
mediated reality,1
"30b10 (primary) 11f11, 14j32, 30b40, 33c20 (secondary)",1
hbwn,1
society world war 1,1
first world war,1
hblw,1
"graz, styria, first world war, homefront, war enthusiasm, truce policy, microhistorical approach",1
militarized society,1
"graz, steiermark, erster weltkrieg, heimatfront, kriegsbegeisterung, burgfrieden, mikrogeschichte",1
society in war,1
society world war i,1
political history of austria,1
metabotropic glutamate receptor,1
ventral striatum deep brain stimulation,1
hdac inhibitor,1
"41axx, 35kxx, 65-xx, 65d30",1
[ phys.phys ] physics [physics]/physics [physics],1
[phys.phys]physics [physics]/physics [physics],1
"(n,n'-bis(di-t-butylphosphino)-2,6-diaminopyridine)-tricarbonyl-tungsten tetrahydrofuran solvate",1
"42c15, 81s10",1
cave sediment dating,1
slovenia,2
dating methods,1
periadriatic fault,2
speleogenesis,1
human rights intervention,1
child refugees,1
human rights,2
children?s rights,1
children in conflict zones,1
children’s rights,1
differentially expressed genes,1
myxozoan parasite,2
internal standard correction,1
liquid standards,1
la-icp-ms,1
quantitative analysis,2
certified reference material,1
matrix-matched standards,1
sommeil,1
conscience,1
syndrome locked-in,1
polysomnographie,1
coma,1
état végétatif,1
etat de conscience minimale,1
cerveau,1
rythme circadien,1
locked-in,1
etat végétatif,1
carotid artery plaque,1
endothelial lipase,1
/,1
"22e46, 53c35, 32m15",1
53d17,1
"zensur, österreich, habsburgermonarchie, geschichte, 18. und 19. jahrhundert, literatur",1
"censorship, austria, habsburg monarchy, history 18th and 19th century, literature",1
coalescence,1
microspecies,1
rad-seq,1
internal transcribed spacer,1
macrospecies,1
character mapping,1
plastid,1
paedomorphosis,1
pseudo-copulation,1
information extraction,2
information retrieval for social media,1
term weighting,1
social media mining,1
microblog analysis,1
vector space model,1
"models, statistical",1
equipment design,1
air,1
optics and photonics,1
refractometry,1
"image processing, computer-assisted",1
"11g20, 11a05",1
"11k06, 11k38",1
"51k99, 70b99, 05c78",1
"35l75, 35q35, 35b40, 35b65",2
rage,1
s100b,1
"33d67, 15a15",1
aluminium,1
manganese,2
gsk-3,1
hl,1
insulin signalling,1
liver steatosis,1
"bbm] sciences du vivant/biochimie, biologie moléculaire [[sdv]",1
"sf, svedberg flotation rate",1
"dmem, dulbeccos minimal essential media",1
"lrp, ldl-receptor-related protein",1
"hspg, heparan sulfate proteoglycans",1
rap,1
"tgrl, triglyceride-rich lipoproteins",1
lrp,1
"bmi, body mass index",2
"dapi, 4?,6-diamidino-2-phenylindole",1
"dapi, 4′,6-diamidino-2-phenylindole",1
pbs,1
homa-ir,1
"gs, glycogen synthase",1
postprandial lipemia,1
dapi 4',1
insulin signaling,1
"homa-ir, homeostasis model assessment of insulin resistance",1
tgrl,1
dmem,1
"gsk-3, glycogen synthase kinase 3",1
dapi 4,1
lpl,1
gs,1
"hl, hepatic lipase",1
nafld,1
hspg,1
s,1
"bbm] life sciences/biochemistry, molecular biology [[sdv]",1
"lpl, lipoprotein lipase",1
thl,1
"thl, tetrahydrolipstatin",1
bmi,1
"22d10, 42c15, 42c40, 46e15",1
electoral institutions,1
political knowledge,1
women and politics,1
60b15,1
"65j22, 35r30",1
"11r04, 12d10, 11r06",1
数学,1
jahn–teller,1
hyperfine interaction,1
sodium trimer,1
internal axis method,1
pseudorotational tunneling,1
"11a25, 11n37",1
androgen synthesis,1
ldlr,1
scarb1,1
dental phobia,1
late positive potential,1
genetics and genomics/complex traits,2
"atmospheres, dynamics",1
lightning,1
saturn,1
"saturn, atmosphere",1
online database,1
angiosperms; biodiversity; biogeography; online database; evolution; polyploidy; phylogeny; geographical parthenogenesis,1
energy landscape,1
energy region,1
biomass potential,1
quantitative traits,2
molecular epidemiology,1
lipid profiles,1
mutation databases,1
genetic predisposition,1
genetic epidemiology,2
genetic association studies,1
4500,1
systematic review and meta-analysis,1
povzner inequality,1
multi-species mixture,1
carleman representation,1
l 2 − l ∞ theory,1
convergence to equilibrium,1
perturba- tive theory,1
boltzmann equation,1
transmission line resonator,1
surface coil,1
em simulation,1
b1 mapping,1
high-field mri,1
money burning,1
guilt aversion,1
psychological forward induction,1
belief-dependent preferences,1
"60c05, 05c80, 90b15",1
"03c57, 03d45, 05c60",1
protein sorting,1
behavioral addiction,1
network,2
small world,1
pathological gambling,1
lake-level fluctuations,1
arsenic trioxide,1
aggressiveness,1
carcinogen,1
met,1
discrete groups,1
heisenberg group,1
affine group,1
landau levels,1
sedimentation field-flow fractionation,1
β-lactamase; fed-batch cultivation,1
subjective cognitive decline,1
dietary supplement,1
nuclear (orphan) receptor,1
liver regeneration,1
hepatocyte-enriched transcription factor,1
[ phys.meca.vibr ] physics [physics]/mechanics [physics]/vibrations [physics.class-ph],1
[ spi.meca.vibr ] engineering sciences [physics]/mechanics [physics.med-ph]/vibrations [physics.class-ph],1
[spi.meca.vibr]engineering sciences [physics]/mechanics [physics.med-ph]/vibrations [physics.class-ph],1
[phys.meca.vibr]physics [physics]/mechanics [physics]/vibrations [physics.class-ph],1
birch,1
nmr resonance assignment,2
modflow,2
binary karst aquifer,2
single event,1
single-continuum model,2
overflow behavior,1
large cohort studies,1
standardization,2
skin-swabs,1
storage,2
random generation,1
binomial numbers,1
linear extensions of posets,1
density method,1
dependence syndrome,1
c57bl/6j mouse,1
substance abuse disorder,1
c57bl/6n mouse,1
sprague-dawley rat,2
chemical stability,1
quantum chemistry,1
multiradical character,1
multireference methods,1
"β1,4-galactosylation",1
developmental phenotype,1
"?1,4-galactosylation",1
food call,2
call production,1
acoustic characteristics,1
serotonin transporters,1
dopamine transporters,1
fourth order parabolic equation,1
metric gradient flow,1
wasserstein metric,1
"49j40, 28a33, 35k20, 47j35",1
cahn–hilliard equation,1
thin film equation,1
biodiversité et ecologie,1
champignon glacogène,1
noyau glacogene,1
lipide,1
biodiversity and ecology,1
bactérie glacogène,1
modèle atmosphérique,1
macromolécule,1
glaciation des nuages,1
glucide,1
pouvoir glacogène,1
satiety,2
thermic effect of food,1
weight loss,1
high-protein diet,1
eshelby’s solution,1
fault-related folds,1
monoclinic flow,1
analytical model,1
sheath folds,1
endoplasmic reticulum [mesh],1
cercopithecus aethiops [mesh],1
mesh: muscle proteins,1
"mesh: dna, complementary",1
rats [mesh],1
amino acid sequence [mesh],1
membrane proteins [mesh],1
cell line [mesh],1
molecular sequence data [mesh],1
"mesh: cloning, molecular",1
mesh: rats,1
signal transduction [mesh],1
conserved sequence [mesh],1
sequence alignment [mesh],1
mesh: signal transduction,1
"rats, wistar [mesh]",1
"dna, complementary [mesh]",1
mesh: sequence alignment,1
mesh: conserved sequence,1
muscle proteins [mesh],1
"mesh: gene expression regulation, developmental",1
"cloning, molecular [mesh]",1
"muscle, skeletal [mesh]",1
mesh: amino acid sequence,1
"gene expression regulation, developmental [mesh]",1
mesh: membrane proteins,1
mesh: cercopithecus aethiops,1
mesh: cell line,1
mesh: ryanodine receptor calcium release channel,1
humans [mesh],1
ryanodine receptor calcium release channel [mesh],1
muscle contraction [mesh],1
"mesh: rats, wistar",1
