,Counter
physical and verbal aggression,1
ira,1
"health, multinational time use study, time allocation",1
"33c45, 05a15, 33c20, 34l10, 30e2",1
iron deficiency anemia,1
antidiabetic treatment,1
antineoplastic therapy,1
stone heritage,1
carbonatogenic bacterial,1
"galaxies: high-redshift, galaxies: distances and redshifts, galaxies: evolution",1
glycosaminoglycans,3
elastic fibres,1
ultra-high-risk neuroblastoma,1
blood vascularisation,1
collagen type i fibres,1
reticulin fibres,1
alpha-1 antitrypsin,1
cd59,1
markers,2
superinfection,1
viral persistence and latency,2
late-type [stars],1
igg1 allotype,1
rheumatic diseases,1
thrombotic microangiopathies,1
molecular diagnostic techniques,1
proteína adamts13,1
hemolytic‐uremic syndrome,1
microangiopatias trombóticas,1
fluorogold,1
axotomy,1
ipsilateral,1
intrinsically photosensitive rgcs,1
spontaneously hypertensive rat (shr),1
cytochrome p-450 pathways,1
20-hete,1
vascular reactivity,1
testosterone and estrogen treatment,1
ros generation,1
uv corrections,1
sgoldstino,1
icars,1
leaf apoplast,1
sugar beet,1
grammar,1
language production,1
syntax,1
language processing,1
nitrogen regulation,1
pipx,1
cog0325,1
pipy,1
problematic internet use,1
cyberbullying,1
meeting strangers online,1
risky behaviors,1
european union´s integrated maritime policy,1
marine strategy,1
algeciras bay,1
gibraltar,1
política marítima integrada europea,1
estrategia marina,1
bahía de algeciras,1
natriuretic peptides,1
clinical research,1
exercise stress test,1
elasticities,1
solid waste,1
reciclatge de residus,1
unit-based pricing,1
demanda (teoria econòmica),1
demand (economic theory,1
waste recycling,1
institute of laboratory animal science,1
institute of pharmacology and toxicology,1
institute of neuropathology,2
gsk-3,1
rd10,1
c.1.3,1
d.3.4,1
i.2.2,1
gestational diabetes,1
thrombo?embolism,1
thrombo‐embolism,1
"atrial fibrillation, hypertrophic cardiomyopathy, thrombo-embolism",1
money market,1
bank size,1
"bank size, diversification, money market, bank solvency",1
bank solvency,1
jel:e4,1
jel:e5,1
disease susceptibility,1
bis(mu-benzo[h]quinolin-10-yl)-bis(pentafluorophenyl)-bis(2-isocyanonaphthalene)-perchlorato-di-platinum-silver acetone solvate,1
phytochrome-interacting factors pifs,1
pif-regulated transcriptional network,1
diurnal growth,1
short day,1
:física::física molecular [àrees temàtiques de la upc],1
fidelity,1
disspation,1
àrees temàtiques de la upc::física::física molecular,1
speed,1
proteins--synthesis,1
quantitative biology - subcellular processes,2
6200,1
ventricular fibrillation ecg,1
emergency cardiovascular care,1
kardiologi,1
hjerteinfarkt,1
cpr artifact removal,1
basic life support,1
hospital cardiac arrest,1
electrocardiographic analysis,1
countershock success,1
american heart association,1
medisinsk teknologi,1
chest compression,1
episodic memory,1
theta-gamma,1
silicon probes,1
tetrodes,1
methicillin-resistant staphylococcus aureus (mrsa),1
bacteraemia,1
combination therapy,1
daptomycin,1
1706,1
q80k,1
resistance-associated amino acid substitutions,1
low-cost test,1
single-point mutations,1
cycle paths,1
transport planning,1
mathematical programming ;,1
phylogenetic inference,1
pathogen evolution,1
papillomavirus,1
species trees,1
genealogy,1
hpv,1
"gene trees,incongruence,phylogenetic inference,species trees,virus evolution,pathogen evolution,potyvirus,papillomavirus,hpv",1
incongruence,1
gene trees,1
genealogia,1
internationalization,1
business english,1
needs analysis,1
transition metal catalysts,1
catalitzadors metàl·lics de transició,1
brain regions,1
sahaja yoga meditation.,1
brain electrophysiology,1
grey matter volume,1
electroencephalography,1
"r&d, innovation policy, tax incentives, subsidies, persistence, dynamic random effects, bivariate probit",1
hereditary breast cancer,1
breast cancer susceptibility,1
oligodendrogliogenesis,1
molecular cues,1
remyelination,2
furfural,1
furfural-5-hydroxymethyl (hmf),1
stable carbon isotopes,1
levoglucosan,1
analytical pyrolysis,1
perturbative qcd,1
diffraction,1
"pacs:12.38.-t, 12.38.bx, 12.38.cy",1
bfkl,1
effective action,1
"pacs: 12.38.-t, 12.38.bx, 12.38.cy",1
early elementary education,1
preferences,2
unfamiliarity,1
reasons for peer rejection,1
norms,1
group,1
virtual dendrites,1
3d models,1
multiresolution visualization approach,1
morphology simulation,1
functional principal components,1
classification methods,1
functional data analysis,2
functional mahalanobis semi-distance,2
prb,1
e2f transcription factors,1
p53 pathway,1
p130,1
scc,1
e2f,1
p107,1
epidermis,2
hyperfunction,1
earth and environmental sciences,1
damage theories,1
target of rapamycin,1
dark matter detectors,2
extended-spectrum β-lactamase,1
β-lactams,1
salmonellae,1
salmonella enterica,1
typhoid fever,1
salmonella enterica serovar typhi,1
ctx-m,1
guatemala,1
americas,1
ctx-m-15,2
typhi,1
esbl,1
travel,1
esbl-producing salmonella enterica serovar typhi in traveler returning from guatemala to spain,1
wine yeast,1
respiratory quotient,1
non-saccharomyces yeast,1
acetic acid,1
volatile acidity,1
dealcoholisation,1
attitudes towards authority,1
peer violence,1
violencia entre iguales,1
actitudes hacia la autoridad,2
functionalizations,1
paramagnetic centers,1
signal intensities,1
branching units,1
peptide sequences,1
effective contrast agents,1
molecular rotations,1
rotational axis,1
abundance estimation,1
lobster,1
marine reserve,1
saturation,1
underwater video,1
marine protected area,1
pell -- càncer,1
carcinogènesi,2
sensitivity analysis,1
semiparametric models,1
partial identication,1
drug addiction,1
lipid bilayer,1
lecithin,1
plastoglobules,1
protein–protein interaction,1
plastoglobule,1
protein-protein interaction,1
fibrillin,1
flight to quality,1
"credit crunch, banking crisis, interbank markets, access to credit, flight to quality, lender of last resort, liquidity hoarding",1
lender of last resort,1
credit crunch; banking crisis; interbank markets; access to credit; flight to quality; lender of last resort; liquidity hoarding.,1
interbank markets,1
credit crunch,1
liquidity hoarding,1
banking crisis,1
access to credit,1
creb,1
kchip-3,1
calsenilin,1
dream,1
human embryonic stem cells,1
lysin,1
streptococcus mitis,1
streptococcus pseudopneumoniae,1
phage therapy,1
chimeric protein,1
streptococcus oralis,1
individual: grb 130606a [gamma-ray burst],1
gamma-ray burst: individual: grb 130606a,1
rs76523431,1
radiological joint damage,1
ptger4,1
anosognosia,1
unaware decliners,1
equiation,1
periodic schrodinger-operators,1
l2(br),1
quantum-mechanics,1
backgroung indepent quantizations,1
scalar field,1
non-newtonian,1
density,1
thermal expansivity coefficient,1
tio2/eg,1
anatase,1
rutile,1
in vivo sirna,1
nrf2,1
acute liver failure,1
keap1,1
large rearrangements,1
point mutations,1
usher syndrome,1
molecular diagnosis,1
solar system,1
[ math.math-ds ] mathematics [math]/dynamical systems [math.ds],1
sistema solar -- models matemàtics,1
orbits,1
òrbites,1
kindergarten,1
spelling,1
literature and literary theory,1
first grade,1
shallow orthographies,1
english language,1
separation between words,1
pe1-3729,1
original studies,1
enterovirus,1
enterovirus d68,1
hospitalized children,1
vp1 gene,1
social functioning,1
hispanic people,1
acr = american college of rheumatology,1
sd = standard deviation,1
ancas = antineutrophil cytoplasmic antibodies,1
iqr = interquartile range,1
urti = upper respiratory tract infection,1
ana = antinuclear antibodies,1
hsp = henoch-schönlein purpura,1
rf = rheumatoid factor,1
esr = erythrocyte sedimentation rate,1
hiv = human immunodeficiency virus,1
zenodo,1
uncategorized,1
legume medicago truncatula,1
agamous (ag),1
violencia filio-parental,1
intervención.,1
generalists,1
specialists,1
gauge symmetries,1
exposure dose,1
regular paper,1
size-specific dose estimate,1
x-rays: bursts,1
x-rays: individual: v404 cyg,1
central america,1
north america,1
aquaporins (aqps),1
type ii pneumocytes,1
inflamation,1
interstitial lung disease (ild),1
sarcoidosis,1
ipf,1
"37j20, 37j35, 37j45, 70h06, 14h99",1
latent class analysis,1
[ phys.astr.ga ] physics [physics]/astrophysics [astro-ph]/galactic astrophysics [astro-ph.ga],2
lung metastasis,1
aldehyde dehydrogenase,1
intermittent alcohol,1
recognition memory,1
hotelling's t² statistics,1
functional behrens-fisher problem,1
functional principal components semi-distance,1
photons,1
molecular orbitals,1
tissue,1
ischaemic cardiomyopathy,1
red wine,1
vin rouge,1
vin petillant,1
maturité du fruit,1
carbohydrate,1
oenologie,1
artèries -- malalties,1
diabetis -- complicacions,2
techno-economics,1
deployment strategy,1
"fiber-to-the-home,techno-economics,business case,deployment strategy",1
business case,1
maternity care,1
childbirth,1
obstetric interventions,1
llevadores,1
birth,1
cesària (operació),1
naixement,1
cesarean section,1
obstetrícia,1
obstetrics,1
food drying transducers,1
power ultrasound,2
characterization of transducers,1
cor -- malalties,1
antiepileptic drugs,1
epilèpsia,1
mechanical stress,1
glycogens,1
mussels,1
bivalves,1
mrna levels,1
neil2 polymorphism cancer risk modifier,1
brca1 and brca2,1
1104,1
"fisheries management, optimization in age-structured models, non-constant discount factor, utility function",1
non-constant discount factor,1
utility function,1
fisheries management,1
optimization in age-structured models,1
foxo1,1
foxm1,1
ews/fli1,1
cck,1
dax-1,1
lox,1
gli1,1
risk management; expected shortfall; backtesting; tail risk; value-at-risk,1
"26d10, 46e30",1
jel:d12,2
choice deferral; choice reversals; indecisiveness; unattractiveness; revealed preference; houtman-maks,1
depth-based complexity traces,1
centroid vertex,1
entropies,1
hypergraphs,1
directed line graphs,1
mathematicsofcomputing_discretemathematics,3
jel:q25,1
jel:l95,1
water services; public-private partnerships; auctioning; game theory; water prices,1
jel:l33,1
mmp13,1
dasatinib,1
src,1
neuregulin,1
breast cancer dissemination,1
short interfering rnas (sirnas),1
eosinophils,1
socs3,1
"imposición sobre la renta personal, irpf, impuesto dual, redistribución, progresividad",1
species extinction,1
sediment,1
tax information sharing; reciprocity; fiscal federalism,1
(mu4-diphosphido)-bis(mu2-bis(cyclohexyl)phosphido)-dodecacarbonyl-tetrakis(eta5-cyclopentadienyl)-di-rhenium-tetra-molybdenum unknown solvate,1
ra,1
bout duration,1
small sided games,1
angiografía coronaria,1
biomarcadores,1
klotho,1
elisa,1
fracaso renal agudo,1
cirugía cardiaca,1
acute kidney injury,1
coronary angiography,1
aggregation operators,1
arrow’s theorem,1
aggregation functions,1
quark masses and sm parameters,2
àrees temàtiques de la upc::matemàtiques i estadística::anàlisi numèrica::mètodes numèrics,1
proyección,1
krylov methods,1
métodos de krylov,1
pseudoespectro,1
data parallelism,1
mètodes iteratius (matemàtica),1
iterative methods (mathematics),1
pseudospectra,1
paralelización de datos,1
spliceosome,1
sf3b1,1
sudemycin,1
lupus erythematosus,1
lupus eritematós,1
immunologia,1
lupus eritematós sistèmic,1
lectin,1
β-sandwich,1
oligomerisation,1
computer science - data structures and algorithms,1
ectoparasites,1
parasitología,1
aves,1
nuclei [galaxies],1
nucleo galatico,1
figure set,1
seyfert [galaxies],2
extended figure [supporting material],1
deslocamento para o vermelho,1
14g05,1
11g05,1
cubic fields,1
14h52,1
11r16,1
new physics,1
flavor: universality,1
lepton: flavor: violation,1
dilepton: production,1
bottom: decay,1
parametrization,1
strangeness: production,1
so -- mesurament,1
anàlisi harmònica (música),1
molds (fungi),1
fungal structure,1
aspergillus,1
appressoria,1
proviral,1
ifn response,1
:física::física molecular::estructura atòmica [àrees temàtiques de la upc],1
atoms – física,1
atomic physics,1
àrees temàtiques de la upc::física::física molecular::estructura atòmica,1
nonlinear sciences - cellular automata and lattice gases,1
engineering controlled terms,1
karyotypic changes,1
polyploid changes,1
karyotyping,1
plant phylogenetics,1
naturvetenskap,1
plant evolution,1
dysploidy,1
"dna, plant",1
triple-negative breast cancer,1
brca-associated breast cancer,1
dinaciclib,1
cdk inhibitor,1
homologous recombination repair,1
cdk12,1
parp inhibitor,1
regulation in housing markets,1
demand and supply of housing; regulation in housing markets; urban growth.,1
n94,1
n93,1
r30,2
urban growth,1
demand and supply of housing,1
jel:n94,1
jel:r30,2
physico-chemical properties,1
rna-binding ability,1
proteïnes--fixació,1
solubility,2
protein classification,1
estructura molecular,1
set,2
runx1,1
pp2a,2
host parasite interactions,1
blood parasites,1
cadmi,1
heavy metals,3
metallohionein,1
echinodermata,1
eriçons de mar,1
metalls pesants,1
sea urchins,1
síntesi proteica,1
cadmium,1
coure,1
metal·loproteïnes,1
metalloproteins,1
grups discontinus,1
classificació ams::20 group theory and generalizations,1
discontinuous groups,1
:matemàtiques i estadística::àlgebra::teoria de grups [àrees temàtiques de la upc],2
fuchsian groups,1
:20 group theory and generalizations [classificació ams],1
àrees temàtiques de la upc::matemàtiques i estadística::àlgebra::teoria de grups,2
noisy channel,1
cosmology; lectures; cosmological model; dark matter; dark energy.,1
naturalistic observation,1
hf5548.7-5548.85,1
ambulatory assessment,1
ecological momentary assessment,1
experience sampling method,1
psychology research and behavior management,1
financial indicators,1
corporate bonds,1
jel:e44,1
volatility,1
macroeconomía,1
macroeconomic indicators,1
finanzas,1
high-frequency component,1
low-frequency component,1
"corporate bonds, volatility, low-frequency component, high-frequency component, macroeconomic indicators, financial indicators.",1
p-wave,1
volume conductor,1
canine right,1
body-surface,1
rate-dependence,1
human heart,1
sinus rhythm,1
action-potentials,1
conduction-velocity,1
fibrillation,1
non-vka oral anticoagulants,1
anticoagulants,2
drug prescription,1
real-world data,1
stroke prevention,1
pharmacoepidemiology,1
coordinated care,1
personalized care,1
medical internet of things,1
adaptive case management,1
"(2-(((1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1h-pyrazol-4-yl)imino)methyl)-6-methoxyphenolato)-(4-(((3-methoxy-2-oxidophenyl)methylidene)amino)-2-methyl-5-oxo-1-phenyl-2,5-dihydro-1h-pyrazole-3-carboxylato)-cobalt(iii) acetonitrile solvate",1
authoritarian regime,1
mauritania,1
party systems,1
nuclear physics - theory,1
clathrate hydrates,1
génie des procédés,1
[spi.gproc]engineering sciences [physics]/chemical and process engineering,1
génie chimique,1
[chim.geni]chemical sciences/chemical engineering,1
[ spi ] engineering sciences [physics],1
computingmethodologies_artificialintelligence,1
j2,1
"impact of immigration, recent european immigration, immigrant outcomes",1
j11,1
recent european immigration,1
j15,1
impact of immigration,1
immigrant outcomes,1
jel:j2,1
jel:j11,1
:informàtica::seguretat informàtica [àrees temàtiques de la upc],1
database security,1
protecció de dades,1
data protection,1
microaggregation,1
àrees temàtiques de la upc::informàtica::seguretat informàtica,1
bases de dades -- seguretat,1
privacy in statistical databases,1
k-anonymity,1
techniques and instrumentation,1
superconductivity,1
vortex pinning,1
physique,1
feature models,2
performance testing,1
evolutionary algorithms,1
search-based testing,1
amorphous solids,1
mixtures,1
gels,2
scanning electron microscopy,1
cancer cell migration,2
oxygen diffusion,1
permeation process,1
helium liquefaction plant,1
helium impurities,1
research note,1
food emerging pathogens,1
blood brain barrier,1
environmental microbiology,1
scientific ecological knowledge,1
sclerochronology,1
knowledge networks,1
environmental change,1
traditional ecological knowledge,1
precipitates,1
biomineralization,1
anaerobic bacteria,1
pollutants,1
bacterial biochemistry,1
dynamical decoupling,1
organisation,1
feedback,2
dynamic stability,1
[ shs.phil ] humanities and social sciences/philosophy,1
[shs.phil]humanities and social sciences/philosophy,1
membranes and sorting,1
glycolipids,1
viral vectors,3
vector biology,2
hadron,1
hadron resonance,1
inequalities,1
desigualdades,1
investigación,1
molecular_ions,1
high_resolution_infrared_spectroscopy,1
laboratory_astrophysics,1
instructional strategies,1
text genres,1
integrated didactics of languages,1
didactic sequences,1
bilingual education,1
antiseptic,1
propidium monoazide (pma),1
oral biofilm,1
real-time pcr,1
high energy physics - lattice; high energy physics - lattice,1
hl7,1
metamodel,1
model interchange format,1
uml,2
model driven engineering,1
biological dosimetry,1
hermite distribution,1
calibrative density,1
161,1
175,1
compound poisson distribution,1
bayesian calibration,1
computational physics,1
quercus,1
microsatellite markers,1
species distribution modeling,1
"33c45, 34e05, 97i80, 11c20",1
nutrient ratios,1
enzyme-labeled fluorescence,1
phytoplankton,1
alkaline phosphatase activity,1
phosphorus limitation,1
enzyme-labeled ﬂuorescence,1
sars2,1
hupra syndrome,1
3xtg-ad mice,1
amyloid ßphospho-tau,1
behavior tests,1
citrullination,1
transferrin,1
cd38,1
protein species,1
t-cell lymphoblastic lymphoma,1
prognostic marker,1
tumor aggressiveness,1
fas-associated death domain protein (fadd),1
expression and phosphorylation,1
"occupational-mismatch, tertiary education wage premium, ability",1
"46b15, 46b50, 46e30, 46g10",1
jel:e65,3
"government accountability, transparency, fiscal forecasting",1
jel:h6,2
jel:c3,2
jel:c82,2
laboratory experiments,1
spanish electricity market,1
modernization,2
ambivalence,1
home décor magazine,1
domestic imaginary,1
"60h25, 46s50, 62j05, 62k20",1
"mesh:spores, bacterial",1
"mesh:dna, single-stranded",1
bacillus subtilis; dna,1
mesh:bacillus subtilis,1
mesh:bacterial proteins,1
mesh:sos response (genetics),1
mesh:rec a recombinases,1
mesh:dna replication,1
mesh:dna-binding proteins,1
mesh:dna restriction enzymes,1
mesh:mutation,1
"mesh:dna breaks, double-stranded",1
theatre,1
humor,1
absurd,1
unusual,1
ribes,1
hemocompatibility,1
malària,2
targeted drug delivery,1
nanoparticle,1
nanomedicina,1
"1182 biochemistry, cell and molecular biology",1
paediatric population,1
triple class failure,1
virologic failure,1
drug-resistant viruses,1
madrid cohort,1
non-negative matrix factorization (nmf),1
graphics-processing unit (gpu),1
sample classification,1
multi-gpu implementation,1
message passing interface (mpi),1
biclustering analysis,1
gene-expression analysis,1
analytical model,1
fragmentation,1
internet of things,2
wireless communication systems,1
xarxes locals sense fil wi-fi,1
jel:h73,1
"public input competition, nash and stackelberg equilibria, comparison.",1
publish/subscribe,1
scientific workflow,1
brokers,1
workflow patterns,1
logic gates,1
distributed execution models,1
physics - classical physics,1
bis(ammonium) carbonate monohydrate,1
n-3 pufa,1
parallel programming models,1
programació en paral·lel (informàtica),1
scientific computing,1
parallel programming (computer science),1
interoperability,1
àrees temàtiques de la upc::informàtica::arquitectura de computadors,2
qa76.75-76.765,1
perceived value,1
market mavenism,1
store brand,1
value consciousness,1
brand identification,1
nanovaccines,1
immune respons,1
neonatal listeriosis,1
tumor necrosis factor signaling,1
historia delictiva,1
tipología,1
encarcelado,1
imprisoned,1
batterer,1
criminal history,1
typology,1
psychopathology,1
psicopatología,1
maltratador,1
familia historia delictiva,1
family,2
comunidad,1
molecular engineering in plants,1
ring1b,1
fgfr/shp2/stat3,1
voltage-gated sodium channel,1
sarcoma -- aspectes genètics,1
systemic acquired resistance,1
biocontrol agent,1
defense genes,1
hypersensitive response,1
induced systemic resistance,1
lymnaea,1
lymnaea neotropica,1
human fascioliasis,1
human infection,1
lymnaea viator,1
maximum-likelihood decoding,1
error exponents,1
normal approximation,1
saddlepoint approximation,1
finite-length performance,1
random coding,1
exact asymptotics,1
second-order coding rate,1
channel dispersion,1
mismatched decoding,1
ws-rf,1
resources,1
distributed systems,1
respiration,1
oxygen consumption,1
resistance determinant location,1
multidrug-resistance,1
enterobacteriàcies,2
genètica humana -- variació,1
heterosis,1
"4,4'-bis(methylsulfanyl)-2,2'-bipyridine",1
galaxies: clusters: intracluster medium,1
verification systems,1
automatic age estimation,1
statistical signal processing,1
cardiac toxicity,1
vascular toxicity,1
autonomic neuropathy,1
cdk5,1
dopaminergic activation,1
mitochondrial dynamics,1
human-induced pluripotent stem cells,1
kcnq,1
kv7,1
hm,1
photonic sensing cells bicells,1
dry eye biomarkers,1
product configuration,1
micro-ct,1
crinoidea,1
drug abuse,2
street drug testing,1
oral fluid,1
drivers,1
methadone,1
opioid addiction,1
substance abuse detection,1
"33c45, 05a15, 33c20, 34l10, 30e20",1
"theil index, axiomatic characterization, income inequality",1
eco] humanities and social sciences/economy and finances [[shs],2
jel:h41,1
"public goods, cooperation, beliefs, sanctions, audits, ambiguity, experiment",1
ambiguity,1
"ambiguity,audits,sanctions,beliefs,cooperation,public goods,experiment",1
jel: h - public economics/h.h4 - publicly provided goods/h.h4.h41 - public goods,1
audits,1
h - public economics/h.h4 - publicly provided goods/h.h4.h41 - public goods [jel],1
d83,2
h41,1
eco] sciences de l'homme et société/economie et finances [[shs],2
beliefs,2
sanctions,1
luminance,1
visible light,1
color perception,1
contrast sensitivity,1
sensory thresholds,1
digital imaging,1
pigments,1
color vision,1
photic stimulation,1
vision,1
daylight,1
materials by attribute,1
antiviral resistance,1
lethal mutagenesis,1
foot-and-mouth disease virus,1
protein folding stability,1
nuclear engineering. atomic power,1
[ spi.meca.mefl ] engineering sciences [physics]/mechanics [physics.med-ph]/fluids mechanics [physics.class-ph],2
[spi.meca.mefl]engineering sciences [physics]/mechanics [physics.med-ph]/fluids mechanics [physics.class-ph],2
[spi.meca.geme]engineering sciences [physics]/mechanics [physics.med-ph]/mechanical engineering [physics.class-ph],1
materials science (miscellaneous),1
[ spi.meca.geme ] engineering sciences [physics]/mechanics [physics.med-ph]/mechanical engineering [physics.class-ph],1
tk9001-9401,1
poisson distribution,1
poisson manifolds,1
"poisson, distribució de",1
53d17,1
equivariant carathéodory–jacobi–lie theorem,1
splitting theorem,1
geomtria,1
àrees temàtiques de la upc::matemàtiques i estadística::equacions diferencials i integrals,1
group actions,1
integrable systems,1
soft matter,1
magnetic and optical condensed matter: structural,1
structural [magnetic and optical condensed matter],1
"fabrication and characterization 77.22.ch permittivity (dielectric function) 81.05.qk reinforced polymers and polymer-based composites [81.16.-c methods of nanofabrication and processing 78.70.ck x-ray scattering 81.20.hy forming; molding, extrusion etc. 81.07.-b nanoscale materials and structures]",1
"81.16.-c methods of nanofabrication and processing 78.70.ck x-ray scattering 81.20.hy forming; molding, extrusion etc. 81.07.-b nanoscale materials and structures: fabrication and characterization 77.22.ch permittivity (dielectric function) 81.05.qk reinforced polymers and polymer-based composites",1
electrical [liquids and polymers condensed matter],1
mechanical & thermal nanoscale science and low-d systems,1
liquids and polymers condensed matter: electrical,1
homotopy theory,1
"homotopia, teoria d'",1
"14f05, 18g10, 18d50",1
"34a26 (primary), 17b81, 35q53 (secondary)",1
pneumònia adquirida a la comunitat,1
community acquired pneumonia,1
1330,1
community-acquired pneumonia,1
1731,1
respiratory medicine,1
rare variants,1
somatic mutations,2
exome,1
platinum (ii),1
platinum (iii),1
qd146-197,1
cyclometalated,1
half-lantern compounds,1
antioxidant,2
neuroprotective,2
polyphenolic,1
espectroscopía,1
óxidos cerámicos,1
centelleadores cerámicos,1
microestructura,1
metamateriales dieléctricos,1
dielectric metamaterials,1
ceramic scintillators,1
random lasers,1
láseres aleatorios,1
oxide ceramics,1
propiedades ópticas,1
co-implanted zno,1
zno dopé au cobalt,1
nanofils,1
diffraction des rayons x,1
[ phys.meca.mema ] physics [physics]/mechanics [physics]/mechanics of materials [physics.class-ph],1
x-ray absorption,1
l'absorption x,1
[phys.meca.mema]physics [physics]/mechanics [physics]/mechanics of materials [physics.class-ph],1
fluorescence x,1
trim22,1
trim5,1
structural properties,1
crescimento de cristais,1
prata,1
nanotecnologia,1
theoretical physics,1
"47b33, 46j15, 30h50, 30j05",1
prions and related diseases,1
transmissibility,1
vpspr,1
transmission characteristics of variably protease-sensitive prionopathy,1
"42c05, 33c05, 33c45",1
prionoid,1
membrane targeting,1
systems analysis,1
ros toxicity,1
model amyloid disease,1
"primary 37e15, secondary 05a05, 37a99",1
magnetic confinement fusion,1
impurity dynamics,1
plasma fluid dynamics,1
stellarators,1
acm : [d.2.13.0],1
combinatorial testing,1
[info.info-se] computer science/software engineering,1
info_se] informatique/génie logiciel [[info],1
info_se] computer science/software engineering [[info],1
acm: d.: software/d.2: software engineering/d.2.13: reusable software/d.2.13.0: domain engineering,1
video analysis,1
neuroblast,1
monotherapy,1
naive,1
mct,1
[spi.signal]engineering sciences [physics]/signal and image processing,1
fingolimod,1
lymphocyte subpopulations,1
antimalarial drugs,1
p. falciparum,1
wastes,1
by-products,1
soils,1
fluoride pollution,1
short telomeres,1
leukocyte telomere length,1
intergenerational transmission of preferences and/or beliefs,1
econometric methods for missing data,1
"historical family data,",1
church registry data; econometric methods for missing data; female labor market participation; historical family data; intergenerational transmission of preferences and/or beliefs; non-ignorable missingness,1
church registry data,1
female labor market participation,1
non-ignorable missingness,1
enzims microbians,1
estreptococs,1
microbial enzymes,1
relaciones planta-hongo,1
organic nitrogen,1
mycohrrizas arbusculares,1
aminoácidos fúngicos,1
dipeptide transporter,1
transportadores abc,1
hongos micorrícicos,1
arbuscular mycorrhizal fungi;organic nitrogen;dipeptide transporter;rhizophagus irregularis;symbiosis;amino-acpermease;saccharomyces-cerevisiae;organic nitrogen;hebeloma-cylindrosporum;phosphate transporter;peptide transporters;glomus-intraradices;candida-albicans;plant;symbiosis,1
lysyl oxidase,1
xlsx 12 kb,1
2.,1
primers,1
structure urbaine,1
réaménagement urbain,1
valladolid,1
train à grande vitesse,1
urban redevelopment,1
le chemin de fer et la ville,1
espagne,1
rail and the city,1
saragosse,1
high-speed rail,1
zaragoza,1
malalties,1
(e)-2-styrylphenol,1
pharmacotherapy,1
energy balance,1
biolog?a molecular,1
biotecnolog?a,1
carcinoma mama,1
"46b15 (primary), 41a65, 46b15 (secondary)",1
conical functions,1
legendre functions,1
numerical methods for special functions,1
three-term recurrence relations,1
computer science::systems and control,1
health organizations,1
public health personnel,1
barriers,1
facilitators,1
healthcare workers,1
personal de salut pública,1
"46b20, 46b22",1
accretion,1
quasars: individual: mrk 1018,1
accretion disks,1
individual: mrk 1018 [quasars],1
rubèola,1
vacunes,2
viral vaccines,2
rubella,1
mmr vaccine,1
bioimage informatics,1
selective constraint,1
evolution (biology),1
insulin pathway,1
dn/ds,1
developmental genetics,1
letter to editor,1
d n/d s,1
cellular signal transduction,1
human papillomavirus vaccines,1
cervix cancer,1
càncer de coll uterí,1
iodine deficiency,1
autism,1
attention deficit-hyperactivity disorder,1
seizures,1
anxiety-like,1
"34c05, 34c07, 37g15",1
nonsmooth differential system,1
discontinuous piecewise linear differential system,1
limit cycles,1
edo-s101,1
old world monkeys,1
goril·les,2
macaque,1
apes,1
"n,n'-bis(6-methylpyridin-2-yl)-3,4-diphenyl-1h-pyrrole-2,5-dicarboxamide monohydrate",1
personalised screening,1
mammography screening,1
false positive,1
benign breast disease,1
energía nuclear,1
percepción de riesgo,1
road safety,1
tráfico,1
traffic psychology,1
risk perception,1
nafld,1
nash,1
hess,1
blazar variability,1
multi-wavelength,1
correlation,1
forest trees,1
séquence du génome,1
séquençage adn,1
capacité adaptative,1
biotechnologies,1
analyse génomique,1
régulation de l'expression génique,1
arbre forestier,1
interactome,1
micro-evolution,1
amélioration des arbres forestiers,1
genomics;forest trees;developmental biology;epigenetics;interactome;micro-evolution;breeding and conservation,1
breeding and conservation,1
épigénétique,1
stars: mass-loss,1
"stars: winds, outflows",1
volatile organic compounds,1
pneumònia,2
compostos orgànics volàtils,1
aggression,1
biophysical review,1
discrete symmetries,1
black holes in string theory,2
cultural capital,1
social capital,1
movilidad social,1
social mobility,1
social origins,1
educación superior,1
capital cultural,1
modernización,1
capital social,1
origen social,1
sobreeducación,1
over-education,1
mercado de trabajo,1
mutation analysis,2
sistema nerviós central,1
leucèmia limfoblàstica,1
neoplasia,1
bcr-abl1,1
acute lymphoblastic leukemia relapse,1
bone marrow fibrosis,1
prepubertal children,1
visceral adipose tissue,1
climate change biology,1
chemical signals,1
tocopherol,1
semiochemical,1
scent,1
steroids,1
dietary variation,1
fossil record,1
arctodus simus,1
coverage,2
opiates users,1
drug and overdose prevention program,1
drug injectors,1
harm reduction program,1
heroïna -- ús terapèutic,1
heroin overdose,1
"infant mortality, difference-in-differences, gender differences",1
fine arts,1
museums,1
monuments,1
art districts,1
n,1
food-induced anaphylaxis,1
allergens,1
metabolisme dels glúcids,1
llobarros,1
european seabass,1
glicogen,2
entity name discovery,1
pubmed,1
human phenotype ontology,1
"q51, q58, r41, r48 [bus rapid transit, differences-in-differences, environmental policy evaluation, public transport, urban air pollution jel classification]",1
abundances [galaxy],1
evolution [galaxy],1
hii regions,2
[phys.cond.cm-scm]physics [physics]/condensed matter [cond-mat]/soft condensed matter [cond-mat.soft],1
[ phys.cond.cm-scm ] physics [physics]/condensed matter [cond-mat]/soft condensed matter [cond-mat.soft],1
