,Counter
mesh: prostatic neoplasms,1
lung neoplasms [mesh],1
socioeconomic factors [mesh],2
mesh: age distribution,2
mesh: smoking,2
mesh: incidence,1
age distribution [mesh],2
traits,2
linkage,1
[sdv.gen]life sciences [q-bio]/genetics,1
[ sdv.gen ] life sciences [q-bio]/genetics,1
lgi1,1
dogs,1
business,1
ulkomaankauppa,1
liiketoiminta,1
venäjä,1
anticoagulant,1
warfarin,1
bartalinia,1
pestalotiopsis,1
marine fungi,1
hydrolytic enzymes,1
tritirachium,1
scopulariopsis,1
radial growth rate,1
calcarisporium,1
penicillium,1
kemi,1
chemical sciences,1
rna processing,2
neuronal differentiation,1
morpholino,1
fractionation,1
spliceosomes,1
oligonucleotides,1
rna splicing,1
antisense oligonucleotides,1
"channels, receptors, and transporters",1
chemical defense,1
spodoptera exigua,1
cotesia marginiventris,1
iridoid glycosides,1
multitrophic interactions,1
chrysodeixis chalcites,1
hyposoter didymator,1
immunocompromised host,1
marked morphism,1
unique block,1
unique continuation,1
infinite post correspondence problem,1
epicpcr,1
wastewater treatment,1
"primary 42b20, secondary 42b25, 30l99",1
systems of random variables,1
external factors,1
joint distribution,1
probabilistic causality,1
selective influence,1
stochastic dependence,1
stochastically unrelated,1
forest industry,1
hospitalisation,1
protoparvovirus,1
nuclear envelope,1
nuclear pore complex,1
nuclear import,1
nuclear localization sequence,1
nuclear envelope break down,1
importins,1
intracellular dynamics,1
dimers (chemical physics),1
oxidative damage,1
glycogens,1
chemical physics,1
boolean convolution,1
integer multiplication,1
nad(p)h dehydrogenase,1
thylakoid lumen,1
proteome,1
analgesics,1
nsaids,1
pancreatic cancer,1
pain management,2
odontogenic tumour,1
ameloblastoma,1
braf,1
oncogenic mutation,1
dampness,2
building-materials,1
mold,1
amplicon sequencing,1
indoor mold,1
sequences,1
respiratory health,1
house dust microbiota,1
in-house dust,1
bacterial,1
indoor,1
kellgren and lawrence grade,1
postmenopausal women,1
quantitative mri,1
carotid artery intima-media thickness,1
risk prediction,1
carotid diameter,1
reclassification analyses,1
β-sitosterol,1
electrospinning,1
dissolution,1
plant sterol,1
solid-state properties,1
groep koornneef,1
eps,1
sequence annotation,1
agricultural genetics,1
"vdp::medical disciplines: 700::basic medical, dental and veterinary science disciplines: 710::clinical chemistry: 725",1
chlamydophila pneumoniae,1
chlamydia infection,1
host cells,1
"vdp::medisinske fag: 700::basale medisinske, odontologiske og veterinærmedisinske fag: 710::klinisk kjemi: 725",1
intracellular pathogens,1
vacuoles,1
study stage,1
demands-resources,1
profiles,1
study burnout,1
study engagement,1
frequency tagging,1
amplitude modulation,1
natural stimuli,1
otorhinolaryngology,3
radiopharmaceuticals [mesh],1
fluorodeoxyglucose f18 [mesh],1
oxygen consumption [mesh],1
mesh: phosphorylation,1
phosphorylation [mesh],1
mesh: radiopharmaceuticals,1
mesh: oxygen consumption,1
mesh: biological transport,1
[18f]fdg,1
mesh: quadriceps muscle,1
compartmental modelling,1
muscle contraction [mesh],1
glucose transport and phosphorylation,1
insulin [mesh],1
mesh: fluorodeoxyglucose f18,1
quadriceps muscle [mesh],1
mesh: insulin,1
mesh: muscle contraction,1
biological transport [mesh],1
senescence,1
nrf2,1
endothelial cell,1
dna synthesis,1
viral evolution,1
cofactors,1
viral replication complex,1
viral nucleic acid,1
ism: general,1
one-unambiguity,1
numeric iteration,1
unique particle attribution,1
regular expression,1
interval expression,1
xml schema,1
trpm7,1
parkinson's,1
zebrafish,3
[sdu.stu.me]sciences of the universe [physics]/earth sciences/meteorology,2
newly diagnosed epilepsy,1
drug prescriptions,1
anti-epileptic drug,1
modulation,2
fermi-hubbard,1
one-dimension,1
therapien + therapeutik (medizin),1
info:eu-repo/classification/ddc/570,1
streptavidin,1
proteins + polypeptides (biochemistry),1
proteine + polypeptide (biochemie),1
tat,1
vektoren (genetische techniken),1
streptavidiini,1
non-viral vector,1
ei-virusperäinen vektori,1
therapies + therapeutics (medicine),1
geeniterapia,1
vectors (genetic techniques),1
infected,1
refraction,1
nanbo3,1
epitaxial,1
nanofilm,1
emerging infectious diseases,1
infectious diseases of the nervous system,2
parasite community,1
mate choice,1
cellular and molecular physiology,1
"cardiovascular conditions, disorders and treatments",1
heart,1
speech sound,1
local field potentials,2
ribosomal rna,1
human intestinal microbiota,1
16s,1
archaea,2
fuel moisture-content,1
vegetation,3
lidar data,1
red-attack damage,1
leaf water content,1
induced tree mortality,1
surface-temperature,1
terrestrial laser scanning,2
forest health,1
intensity,2
drought stress,1
tree health,1
forest damage,1
multispectral laser scanning,1
plant stress,1
endoconidiophora polonica,1
knee joint,1
contrast-enhanced computed tomography,1
soil ecology,1
individual: (sax j1810.8-2609) [x-rays],1
reading,3
audiovisual,1
oscillatory activity,1
gamma band,1
mismatch,1
integration,1
erps,1
monte carlo method,1
computational physics,1
smallrna,1
polymerase iii,1
polya+ rna,1
polya rna,1
enteric methane emissions,1
primary research articles,1
methane yield,1
dry matter intake,1
prediction models,1
dry matter in take,1
methane intensity,1
dairy cows,1
primary research article,1
electronic health record system,1
longitudinal research,1
genotypes,1
head and neck cancers,1
word embedding,1
doubly stochastic,1
nonnegative matrix factorization,1
virus release,1
uukuniemi virus,1
structure and assembly,1
qr355,1
glucans,1
subwavelength aperture,1
fourier modal method,1
field probe,1
extraordinary optical transmission,1
genetics of the immune system,1
child and adolescent health policy,1
immunity to infections,1
antigen processing and recognition,1
immunizations,1
occupational and environmental medicine,2
10030,1
10195,2
chymase,1
inflammatory,1
mast cell,2
carboxyl-terminal cleavage,1
10189,1
basic sciences,1
10188,1
nutrition/obesity,1
population survey,1
inverse probability weighting,1
missing data,1
doubly robust methods,1
oncogenic signaling,1
takagi-sugeno (t-s) pi fuzzy controllers,1
mathematics::general mathematics,1
frequency response methods.,1
"65n21 (primary), 94a08, 65k10, 35j25 (secondary)",1
natural enemies,1
functional response,1
outbreaks,1
herbivore,1
behavioral ecology - original research,1
pleiotropic effect,1
coronary flow,1
atp,1
adp,1
soluble nucleotidases,1
linear regression,1
drug sensitivity prediction,1
differential privacy,1
latent class,1
viscoplasticity,1
creep,1
constitutive models,1
clays,1
strain-rate,1
plant fungal pathogens,1
necrotrophic pathogens,1
plant cell walls,1
cell walls,1
chemical bonding,1
archipelago sea,1
water quality,1
gradient,1
persistence,1
health status,2
health disparities,1
dsrna,2
mycovirus,2
co-speciation,1
horizontal transmission,1
cryptic virus,1
heterobasidion insulare,1
anastomosis,1
heterobasidion annosum,1
"61.46.km structure of nanowires and nanorods, 73.23.ad ballistic transport, 73.63.nm quantum wires,",1
60e05,1
60g15,1
lévy theorem,1
fractional brownian motion,1
60h99,1
"93c05, 93b52, 35k90, (93b28)",1
carotid intima media thickness,1
subclinical atherosclerosis,1
truncated haemoglobin,1
populus tremula×tremuloides,1
non-symbiotic haemoglobin,1
populus tremula?tremuloides,1
vitreoscilla haemoglobin (vhb),1
ectomycorrhizas,1
"28a80, 60d05, 37h99",1
impurity problem,1
quantum dynamics,1
one-dimensional systems,1
dmrg,1
ultracold atoms,1
bose gas,1
voxel-based morphometry,3
feature extraction,1
species recognition,1
bird song,1
support,1
vector machine (svm),1
pattern recognition,1
16-plex pcr,1
diarrhoeagenic escherichia coli,1
"heptacosakis(mu-2,4-dimethylbenzene-1-thiolato)-hexakis(triphenylphosphine)-nona-gold-hexatriaconta-silver",1
structural communications,1
cardiac function,1
nt-probnp,1
"primary 32h30, secondary 30d35",1
vocabulary,1
analysis of variance,1
family health,1
"memory, short-term",1
writing,1
"child, preschool",1
parent-child relations,1
verbal learning,1
parents,2
gaze cone,1
affective state,1
olfaction,1
eye contact,2
social anxiety,1
nostoc,1
nephroma,1
functional guild,1
proximity josephson junction,1
bolometer,1
aml,1
leukemia,1
"primary 47a06, 47a63, 47b25, secondary 15a09, 15a45, 15b57",1
"smes, intellectual property rights, innovation, collaboration",1
jel:o34,1
jel:o31,1
mitochondrial dna haplogroups,1
m.16189 t>c,1
language learning,1
reviews and synthesis,1
parental antagonism,1
kinship theory,1
parent–offspring conflict,1
genomic imprinting,1
parent?offspring conflict,1
sexual antagonism,1
qd,3
gasb,1
positron annihilation spectroscopy,1
gasbbi,1
preterm labor,2
neonatalology,1
carbon sequestration,1
norway,1
co-regulation,1
s1-972,1
agriculture (general),1
foliar feeding,1
technique isotopique,1
méthode d'estimation,1
absorption azotée,1
cycle de l'azote,1
absorption foliaire,1
isotope de l'azote,1
gliricidia sepium,1
sciences du sol,1
modélisation,1
système agroforestier tropical,1
modelling tropical soil,1
residue decomposition,1
modelling tropical soil;residue decomposition,1
dichanthium aristatum,1
fermi gas superfluidity coexistence,1
bcs,1
[ phys.phys.phys-ao-ph ] physics [physics]/physics [physics]/atmospheric and oceanic physics [physics.ao-ph],1
[phys.phys.phys-ao-ph]physics [physics]/physics [physics]/atmospheric and oceanic physics [physics.ao-ph],1
dental caries,1
molar-incisor hypomineralization,1
enamel defects,1
memory vividness,1
visual awareness,1
distracter interference,1
visual processing,1
nano technology,1
heterogeneous three-dimensional (3d) integration; inkjet printing; interposer; microelectromechanical system (mems); reliability; super inkjet (sij); through silicon via (tsv),1
nanoteknik,1
mesh: quality of life,1
mesh: job satisfaction,1
mesh: morbidity,1
k.6.5,1
isomer in 179au,1
πh9/2+1 and πf7/2+1 intruder structures around n=104,1
covariance,1
eating,1
1699,2
1729,1
1703,2
overwintering,1
calderón-zygmund operator,1
"42b20, 60g46",1
$t(1)$ theorem,1
operations on the haar basis,1
nioo,1
medicina básica,1
basic medicine,1
:medicina básica [ciências médicas e da saúde],1
:basic medicine [medical and health sciences],1
respiratory physiology,1
clinical epidemiology,1
[scco.psyc]cognitive science/psychology,1
[ scco.psyc ] cognitive science/psychology,1
[ sdv.neu.pc ] life sciences [q-bio]/neurons and cognition [q-bio.nc]/psychology and behavior,1
[sdv.neu.pc]life sciences [q-bio]/neurons and cognition [q-bio.nc]/psychology and behavior,1
direct gaze,1
watching eyes effects,1
self-referential processing,1
[ shs.psy ] humanities and social sciences/psychology,1
mathematics/statistics,1
genetics and genomics/functional genomics,2
griks,1
sos2,1
upstream kinases,1
snrks,1
sugar,1
neonatology,1
linkage (genetics),1
"68r10, 94-06, 94axx",1
transfer function,1
quasi-selfadjoint contraction,1
passive system,1
q-function,1
"47a48, 47a56, 93b28 (primary) 93b15, 94c05 (secondary)",1
active data selection,1
cost of observation,1
active learning,1
differential entropy,1
decision theory,1
d-optimality,1
asymptotic optimality,1
bayesian adaptive estimation,1
sequential estimation,1
"breast-cancer, depression, disease, health, anxiety",1
individual: 3c 454.3 [quasars],1
emission lines [quasars],1
"05e10, 20c08, 81r05, 81t40",1
mathematics - representation theory,1
apoptotic signaling cascade,2
akt signaling cascade,1
peripheral vascular diseases,1
n170 response,1
1727,1
population registers,1
mobile health,1
methodological study,1
bos indicus,1
phylogenetic history,1
bos taurus indicus,1
bos taurus,1
alaska,1
bos taurus taurus,1
cattle,2
rhythms,1
autecologie,1
systematique,1
trait de vie,1
landscape ecology,1
biologie de la conservation,1
ecologie du paysage,1
ground beetle,1
biodiversite,1
habit,1
histoire,1
protection de la nature,1
protection des especes,1
bioindicators,1
carabidae,1
seed feeding,1
methodologie,1
pitfall trapping,1
bibliographie,1
dynamique de population,1
long-term research,1
predation on amphibians,1
ecologie animale,1
systematics,2
phenologie,1
bioindication,2
phylogenetique,1
ant feeding,1
habitat management,1
ectoparasitism,1
animal culture,1
sf1-1100,1
absenteeism,1
mid-life,1
life-style,2
school building,1
hybrid ventilation,1
trichoderma citrinoviride,1
coverage,1
transition probability,1
point process,1
shift function,1
admissible balls,1
42b35,1
"42b35 (primary), 58g30 (secondary)",1
58j60,1
weighted measures,1
local tent spaces,1
atoms,1
weight change,1
work exposure,1
record linkage,1
avoidable deaths,1
equity in health care,1
geriatric nursing,1
nursing home,1
health services for aged,1
elderly care,1
leadership,1
institutional care,1
aged care,1
policy,1
mass density wave,2
mass-polariton,2
health and medicine,1
diseases and disorders,1
applied bioinformatics,1
sequence motif analysis,2
nucleic acid synthesis,1
rna structure,1
polymerases,1
viral genomics,1
viral packaging,1
dsrna viruses,1
chloride homeostasis,1
cell cycle decision,1
interneuron progenitors,1
olig2,1
tj751 internal combustion engines. diesel engines,1
neoplasm of the central nervous system,1
molecular dissociation,1
near-degeneracy correlation,1
adiabatic-connetion path,1
carotid artery compliance,1
chronic stress,1
vital exhaustion,1
parkinson′s disease,1
substantia nigra,1
adeno-associated virus,1
alpha-synuclein,1
gfp,1
striatum,1
latvians,1
estonians,1
"primary 39a45, secondary 30d35",1
individual: cygnus x-3 [stars],2
stars [infrared],1
offending,1
psychopathic traits,1
delinquency,1
girl,1
mediation analysis,1
structure refinement,1
magnetic shape memory,1
rietveld method,1
neutron diffraction,1
chemical order,1
ni-mn-ga alloy,1
als,1
living arrangement,1
"adult, age distribution, aged, antidepressive agents, cluster analysis, drug utilization, educational status, employment, female, finland, follow-up studies, health behavior, humans, male, marital status, middle aged, prospective studies, psychosocial deprivation, questionnaires, regression analysis, residence characteristics, socioeconomic factors",1
antidepressant medication,1
11n37,1
abdominal obesity,1
regular article,2
entrepreneurship; earnings; twin data; education; monetary returns; nonmonetary returns; selection,1
jel:l26,1
30f45,1
<it>clupea harengus</it>,1
phylogeography,2
ecological sustainability,1
nature-based tourism,2
social sustainability,1
alien species,1
residents,1
tourism,1
soil,2
trampling,1
habitat tracking,1
local population,1
regional population,1
stochasticity,1
flood,1
"bis(2,8,14,20-tetra-n-propyl-4,6,10,12,16,18,22,24-octahydroxycalix(4)arene) tetramethylphosphonium clathrate bromide methanol solvate",1
gram positive bacteria,1
lactococcus lactis,1
proline,1
cyclic amino acids,1
signal peptides,1
lactococcus,1
cd spectroscopy,1
limited proteolysis,1
support vector machines,1
texture,1
collagen network,1
growth and maturation,1
kashin-beck disease,1
atf2,1
jnk and p38 pathways,1
isolation,1
insect claw,1
bace,1
amyloid-beta,1
presenilin,1
adiponectin,1
adiponectin receptor 2,1
marine monitoring,1
marine conservation,1
diagnostic markers,1
kääntäminen,1
kansainvälinen vertailu,1
equivalence,1
translators,1
kääntäjät,1
kansainvälinen arviointi,1
international achievement studies,1
612,1
yliopistot,1
validiteetti,1
lactb,1
human cancer,1
general commentary,1
coronary calcium,1
"macromolecular sequence, structure, and function",1
ismb 2018–intelligent systems for molecular biology proceedings,2
computingmilieux_thecomputingprofession,3
generative models,1
simulator-based models,1
hardness,1
weld metal,1
grain size,1
structural steels,1
measurement,1
computer science::hardware architecture,2
insolation,1
solar radiation,3
autumn,1
rabbit model,1
aclt,1
lipolysis,1
hydrolysis,1
empirical articles,1
dendritic cell,1
ipec-1,1
"43a80, 46g05, 46t20, 49j52, 49q15, 53c17",1
tnf alpha,1
cd 200,1
human mesenchymal stem cells,1
immune modulation,1
linear water waves,1
cloaking,1
scattering problem,1
fixed point theorem,1
"11j82, 11j72, 41a21",1
refrigeration,2
tunnel-junction,1
quantum,1
pair,1
energy flow,1
systems ecology,1
sectie milieutechnologie,1
general [radiation mechanisms],1
astrophysics ; cosmology and extragalactic astrophysics,1
radio sources [surveys],1
measure contraction property,1
antibiotic,1
mass-rearing,1
trade-off,1
plant biology/plant-biotic interactions,1
ecology/ecosystem ecology,1
fetal bovine serum,1
ultracentrifugation,1
adipose-tissue mesenchymal stem cells,1
depleted serum,1
ultrafiltration,1
medical food,1
criteria,1
model,2
rats,1
efficacy,1
souvenaid,1
protonation,1
sulfonic-acid,1
processibility,1
molecular recognition,1
socioeconomic differences,1
childlessness,1
male fertility,1
within-family design,1
parity progression,1
definition of synergy,1
bliss and loewe models,1
interaction barometer,1
consensus agreement,1
drug combinations,1
device-to-device communications,1
markov processes,1
regenerating codes,1
distributed data storage,1
wireless caching,1
resting heart rate and mortality,1
classification image,1
collinear facilitation,1
homocysteine,1
primary culture,1
glun2b,1
glun2a,1
glutamate,1
l-ascorbic acid,1
strong [gravitational lensing],1
individual (j1415+1320) [bl lacertae objects],1
prenatal androgen exposure,1
twin testosterone transfer hypothesis,1
opposite-sex twin pairs,1
anthropometrics,1
reproductive history,1
lipoprotein profile,1
actin cytoskeleton,3
inhibitory synapses,1
de novo point mutations,1
autism spectrum disorder,1
dendritic spines,1
partial least squares regression,1
degeneration,1
[phys.astr.ep]physics [physics]/astrophysics [astro-ph]/earth and planetary astrophysics [astro-ph.ep],1
81p/wild 2,1
histone methylation,1
genetik,1
histone deacetylation,1
03.67.bg,1
03.65.yz,1
03.67.mn,1
coexistence,1
mercury,1
hg-184,1
pb-186,1
transition,1
pb,1
isotopes,1
hg,1
teaching programming,1
critical thinking,1
creative code,1
code literacy,1
media literacy,1
pedagogy,1
516 educational sciences,1
metaphors,1
programming,1
"disease outbreaks, environmental monitoring, epidemiological monitoring, female, finland, gastroenteritis, humans, male, prevalence, sick leave, water",1
science policy and economics,1
technology development,1
"(290.5850) scattering, particles",1
cell studies,1
(350.4855) optical tweezers or optical manipulation,1
(170.1530) cell analysis,1
economic analysis,1
nurses,1
blood sugar,1
"35p25, 35r30",1
posterior sts,1
body,1
goal-oriented action,1
thermal [radiation mechanisms],1
biodiversity science,1
dimensions of uncertainty,1
governance of biodiversity,1
research practice,1
biodiversity management,1
biodiversity policy,1
social deliberation,1
social learning,1
scientific agency,1
qr,1
head-tail virus,1
virus morphotype,1
halophilic,1
halorubrum,1
halovirus,1
hypersaline,1
boron nitride,1
scanning tunneling microscopy,3
apoptotic cell death,1
host cell dna damage,1
parvoviral infection,1
"11f12 (primary), 33c05, 34e05, 34e20 (secondary)",1
colloids,1
latex,1
emulsions,1
bees,1
hemocytes,1
honey bees,1
tspo,1
[18f]selectfluor bis(triflate),1
dpa-714,1
f-dpa,1
pyrazolopyrimidine,1
extended genome report,1
"37k15, 35q51, 35q53",1
family history of diabetes,1
gestational diabetes mellitus,1
polycystic ovary syndrome,1
stroma-exposed thylakoid,1
photosystem ii repair cycle,1
biogenesis of psii,1
grana thylakoid,1
immunology and microbiology(all),2
tragedy of the commons,1
evolutionary suicide,1
signal] sciences de l'ingénieur/traitement du signal et de l'image [[spi],1
info_ts] computer science/signal and image processing [[info],1
info_ts] informatique/traitement du signal et de l'image [[info],1
signal] engineering sciences/signal and image processing [[spi],1
r medicine (general),1
qr180,1
"virology/virion structure, assembly, and egress",1
data quality,1
wind gust,1
doppler lidar,1
atmospheric boundary layer,1
wind profile,1
spike removal,1
bordetella bronchiseptica; co-infection; factorial experiment; food supplementation; population limitation; vole,1
info_cv] computer science/computer vision and pattern recognition [[info],1
[ info.info-cv ] computer science [cs]/computer vision and pattern recognition [cs.cv],1
info_cv] informatique/vision par ordinateur et reconnaissance de formes [[info],1
reveals pili,1
bonds,1
corynebacterium-diphtheriae,1
actinomyces-naeslundii,1
stabilizing isopeptide,1
[chim.mate] chemical sciences/material chemistry,1
[phys.cond.cm-ms] physics/condensed matter/materials science,1
jel:l16,1
"employment transitions, industry clusters, industry life cycle",1
"57n65, 55m05",1
"03e75, 46b26 (primary), 03e02, 03e55, 05c55, 46a50, 46b15, 54a25 (secondary)",1
"39a10, 39a12, 30d35",1
pesticide resistance,1
diapause protein 1,1
juvenile hormone esterase,1
resistance evolution,1
invasion biology,1
individual: 3c 279 [quasars],1
receptor trafficking,1
p2x3 receptor,1
ligand gated receptors,1
physics institute,1
"(2,6-bis((di-t-butylphosphino)methyl)phenyl)-chloro-palladium(ii) 1,2,4,5-tetrafluoro-3,6-diiodobenzene",1
single-cooper-pair,1
foundations,1
free-energy differences,2
theorem,1
dissipation,1
equality,2
fluctuation,1
thermometry,2
nonadiabatic transitions,1
"83c50, 65m60, 92c55",1
composition petri nets,1
composition colored petri nets,1
data refinement,1
reaction-based model,1
compositional structure,1
"cohabitation, educational level, heterogamy, homogamy, nordic countries, registry data, socioeconomic background, union dissolution",1
social factors,1
inattention/hyperactivity symptoms,1
psykologi,1
prenatal,1
behavior problems,1
galaxies: evolution,1
formation [galaxies],1
galaxies: formation,1
submillimeter: galaxies,1
evolution [galaxies],1
galaxies [submillimeter],1
histological zones,1
psychometrics,2
personality tests,1
behaviour change techniques,1
sedentary behaviour,1
health promotion,1
policy papers,1
mechanisms of action,1
protein phosphatase 2a (pp2a),1
happiness,1
biometrics,1
fusion gene,1
skil,1
flavoprotein,1
phycobilisome,1
photodamage,1
flavodiiron protein,2
nitrogenase,1
servant leadership,1
job demands and resources,1
life satisfaction,2
job demands and resiources,1
transcriptomics.,1
cmpa,1
nira,1
bicarbonate,1
ictv virus taxonomy profiles,1
pseudomonas phage phi6,1
phage,2
ictv,1
basidiomycetes,1
germination,1
ultraviolet radiation,2
long-distance dispersal,1
spore viability,1
"42b35 (primary), 42b30 (secondary), 46e35, 42b25",1
[fe–s] cluster,1
rhizobium leguminosarum bv. trifolii,1
caulobacter crescentus,1
ilvd/edd enzymes,1
d-xylonate dehydratase,1
l-arabinonate dehydratase,1
[fe?s] cluster,1
"15a69, 15a18, 15b36, 11c20, 06a12",1
time‐to‐event analysis,1
initiation,1
genome?wide association study,1
cessation,1
genome‐wide association study,1
time?to?event analysis,1
"35p25, 58j50, 35r30, 51m10, 58j05",1
mini-peg spacer,1
inflammation imaging,1
vascular adhesion protein-1,2
glycolic acid,1
glyoxylic acid,1
glyoxylate cycle,1
glyoxylate reductase,1
allele-specific expression,1
apc,1
familial adenomatous polyposis,1
pseudoexon,1
kubo-greenwood,1
re,1
plant?microbe interaction,1
peatland,2
ecosystem resilience,1
plant–microbe interaction,1
pmoa,1
05c15 (primary) 94b25 (secondary),1
[sdu.stu.cl]sciences of the universe [physics]/earth sciences/climatology,1
[ sdu.stu.me ] sciences of the universe [physics]/earth sciences/meteorology,1
[ sdu.stu.cl ] sciences of the universe [physics]/earth sciences/climatology,1
tumorigenesis,2
notch1,1
pim kinases,1
alkoxy phenylene ethynylene dinuclear palladium,1
solid-state photoluminescence,1
faculdade de ciências exatas e da engenharia,1
.,1
mass spectrometry and proteomics,1
ismb 2014 proceedings papers committee,1
sutterella,1
proteobacteria,1
host–microbe interaction,1
host?microbe interaction,1
gut inflammation,1
adulthood,1
quantum dot,2
semiring,1
deductive parsing,1
co-context-free languages,1
regular expressions,1
optical lattices,1
laser cooling,1
bcs theory,1
industrial psychology,1
28c20,1
arxiv:0801.2959,1
60g17,1
60j65,1
"adolescent, adult, female, finland, humans, internal-external control, male, middle aged, occupational diseases, occupational health, personal autonomy, personnel staffing and scheduling, prospective studies, public sector, sex factors, sick leave, stress, psychological, work schedule tolerance",1
apoptotic signaling,1
oncology agents,1
patent analysis,1
technology management,1
telecommunication industry,1
topic modelling,1
unsupervised learning,1
opportunistic network,1
congestion control,1
ns-2,1
dtn,1
sports,1
handgrip strength,1
aerobic fitness,1
biological,1
habitat type,1
pteromys volans,1
kauhava,1
forest type,1
predation risk,1
sciurus vulgaris,1
pohjanmaa,1
site occupancy,1
ostrobothnia,1
late holocene,1
convex order,1
"65c40 (primary), 60j05, 65c05 (secondary)",1
twin study,2
ligands,2
filamins,2
filamin,1
molecular biomimetics,1
biomimetics,1
nanocomposites,1
high latitude,1
pinus sylvestris l.,1
tree line,1
electrochemical sensor,1
optical absorption,1
single crystal,1
nanocluster,1
[math.math-co] mathematics/combinatorics,2
sexual differentiation,1
sensorineural hearing loss,1
preterm,1
m.1095c>t,1
aminoglycoside,1
rf1-547,1
m.1494c>t,1
m.1555a>g,1
mtrnr1,1
adjuvant treatments,1
marital stability,1
early-stage breast cancer,1
cellular,1
interference,1
bit error rate,2
data communications,1
spread spectrum,1
wireless local area network,1
"32h25, 32h30, 39a12, 39b32",1
gaussian graphical model,2
inconsistency,1
graphical lasso,1
structure learning,1
mttt,1
polg1,1
insertion,1
mitochondrial disease,1
multiple deletions,1
agn,2
individual: mrk 421 [bl lacertae objects],1
non thermal radiation,1
nambu-jona-laisnio models,1
bosonic spectrums,1
relativistic model of top quark condensation,1
"inflammation, macrophage",1
adenylation domain,1
gene conversion,1
point mutations,1
bis(4-iodobenzyl)dimethylammonium hexafluorophosphate,1
single-electron transistor,1
island,1
fvc,1
lung function,1
fev1,1
mold odor,1
molds,1
recursively enumerable languages,1
morphisms,1
equality languages,1
reachability problems,1
atomic and molecular physics,1
retrospective studies,1
agrochemicals,1
pesticides,2
herbicides,1
breast tumours,1
pituitary adenoma,1
aip,1
prostate tumours,1
pap,1
colorectal tumours,1
true cyclotron frequency,1
23.40.bw; 21.10.tg; 27.40.+z,1
accuracy,1
penning trap,1
isoltrap,1
vaccine-hesitant parents,1
arts-based video scenario,1
simulated encounter,1
small-group learning,1
writing exercise,1
medical student,1
rotation codes,1
locally repairable codes,1
repair locality,1
rayleigh fading channels,1
structural elements,1
junction formation,1
crystalline oxide films,1
ab initio calculations,1
fysikalisk kemi,1
crystalline oxides,1
semiconductor substrate,1
functional oxide films,1
fundamental properties,1
triglyceride,1
hepatocytes -- metabolism,1
high-density lipoprotein,1
biochimie,1
"receptors, steroid -- analysis -- genetics -- metabolism",1
single-nucleotide polymorphism,1
"hyperlipidemia, familial combined -- genetics -- metabolism",1
gene silencing,1
microtubules -- chemistry,1
triglycerides -- blood -- genetics -- metabolism,1
"cell line, tumor",1
microtubule,1
"cholesterol, hdl -- blood -- genetics -- metabolism",1
1359,2
nitroreductase,1
α-ribazole,1
b12,1
fusion enzyme,1
?-ribazole,1
phosphoribozyltransferase,1
cobt,1
blub,1
dmbi,1
intestine,1
intestinal metabolism,1
intensive care,1
antibiotic prophylaxis,1
microbial intensive care,1
microbial,1
"antihypertensive agents, female, humans, hypertension, male, medication adherence, middle aged, social support, workplace",1
"primary 65n21, 35r30, secondary 45q05",1
bone marrow cells,1
monocytes,2
hematopoietic progenitor cells,1
"phagocytes, granulocytes, and myelopoiesis",1
fatty aldehyde,1
far,1
fatty acyl-coa reductase,1
wax ester,1
familial breast cancer,1
bounded delay,1
regularity,1
microasssembly,1
hydrophilic/superhydrophobic patterned surfaces,1
mist capillary self-alignment,1
laser die transfer,1
ab initio methods,1
environmental change,1
individual plasticity,1
payoff table,1
nadir point,1
emo,1
hybrid search,1
evolutionary multiobjective optimization,1
bilevel optimization,1
30l10,1
food environment,1
whole diet,1
multivariate similarity measure,1
social food environment,1
dietary concordance,1
dietary similarity,1
role modeling,1
quantitative finance - mathematical finance,2
"60h05, 90g10, 60g44",1
magnetic fields [ism],1
ism [galaxies],1
instabilities,1
bubbles [ism],1
computational science,2
work tasks,1
child protection,1
client information system,1
temporality,1
"photometry, asteroids, phase curves",1
phase curves,1
"gerontology, specializing in medical and health sciences",1
season,2
multiplex pcr,1
pigs,1
diarrheagenic escherichia coli,1
virulence genes,1
[info.eiah]computer science [cs]/technology for human learning,1
[shs.edu]humanities and social sciences/education,1
predictors,1
school survey,1
electronic cigarette,1
traction force imaging,1
canine mammary tumor,1
contractility,1
actomyosin forces,1
amp-activated protein kinase,1
mid-infrared plasmons,1
graphene–mica heterostructures,1
mid‐infrared plasmons,1
graphene plasmons,1
flexible plasmons,1
housing divestment; lobbying; firms; muncipalities; russia,1
stat proteins,1
methods and resources,1
forkhead box,1
transcriptional control,1
brief definitive report,1
[sdv.imm]life sciences [q-bio]/immunology,1
[ sdv.imm ] life sciences [q-bio]/immunology,1
lifshitz transitions,1
weyl and dirac points,1
fermi surface,1
voc emissions,1
land cover,1
white sea,1
amphi-boreal fauna,1
trans-arctic colonization,1
time-dependent rates,1
ida-like,1
peptide ligand,1
zat12,1
abiotic stress,1
prolificacy,1
biological pathways,1
expressed protein ligation,1
segmental isotopic labeling,1
chea,1
research methods,1
betula pubescens,2
environmental stress,1
leaf fluctuating asymmetry,1
reproducibility,2
"37b15, 37b40, 37b50",1
"93c05, 47d06, 93d20, 93b52 (47a10, 35b35, 93d15)",1
chondrocyte,1
pericellular matrix,1
fibril-reinforced,1
